id,name,lat,lon,A1,A2,A3,A4,is_active,validation_date,nature,grouping,pre_school,basic_1,basic_2,basic_3,high_school,professional,special,artistic,university,other,address,postal_code,locality,parish_id,parish_name,municipality_id,municipality_name,district_id,district_name,region_id,region_name,url,email,phone,stops
207287,Escola Básica de Batudes,38.600177,-8.897218,0,0,0,0,1,2023-08-30,public,Agrupamento de Escolas José Maria dos Santos Palmela,0,1,0,0,0,0,0,0,0,0,R. Juventude,2950-056,PALMELA,,,1508,Palmela,15,Setúbal,PT170,AML,,eb1.batudes@escolas.min-edu.pt,212380990,130209|130210
208942,Jardim de Infância de Brejos,38.643143,-8.991869,0,0,0,0,1,0,public,Agrupamento de Escolas Fragata do Tejo Moita,1,0,0,0,0,0,0,0,0,0,Estrada dos Brejos CCI Nº 5902,2860-315,MOITA,,,1506,Moita,15,Setúbal,PT170,AML,,eb1.brejosmoita@escolas.min-edu.pt,212892402,090113|090133|090134|090135|090147|090148
208966,Escola Básica de Brejos do Clérigo,38.545584,-9.017266,0,0,0,0,1,0,public,Agrupamento de Escolas de Azeitão Setúbal,0,1,0,0,0,0,0,0,0,0,R. de S. Gonçalo,2925-244,AZEITÃO,,,1512,Setúbal,15,Setúbal,PT170,AML,,eb1.brejosclerigo@escolas.min-edu.pt,212188232,160584|160585|160586|160899|160915|160916
209405,Escola Básica de Cabanas,38.557168,-8.965351,0,0,0,0,1,2023-08-30,public,Agrupamento de Escolas de Palmela,1,1,0,0,0,0,0,0,0,0,Av. Visconde do Tojal 275,2950-603,QUINTA DO ANJO,,,1508,Palmela,15,Setúbal,PT170,AML,,eb1.cabanasqtanjo@escolas.min-edu.pt,212880129,130121|130122|130123|130124
209788,Escola Básica do Cabo,38.875986,-9.072221,0,0,0,0,1,0,public,Agrupamento de Escolas de Vialonga Vila Franca de Xira,1,1,0,0,0,0,0,0,0,0,R. 1º de Maio,2625-588,VIALONGA,,,1114,Vila Franca de Xira,11,Lisboa,PT170,AML,,eb1.cabovialonga@escolas.min-edu.pt,219523671,180481|180483|180485|180486|180487|180488|180505|180506|180482
210031,Escola Básica do Cataventos da Paz,38.679482,-9.151187,0,0,0,0,1,0,public,Agrupamento de Escolas Emídio Navarro Almada,1,1,0,0,0,0,0,0,0,0,R. Irene Lisboa,2800-600,ALMADA,,,1503,Almada,15,Setúbal,PT170,AML,,eb1.cacilhas@escolas.min-edu.pt,212746106,020109|020110|020111|020112|020115
210195,Escola Básica de Cajados,38.578304,-8.764425,0,0,0,0,1,2023-08-30,public,Agrupamento de Escolas José Saramago Palmela,1,1,0,0,0,0,0,0,0,0,Estrada do Alentejo,2965-000,ÁGUAS DE MOURA,,,1508,Palmela,15,Setúbal,PT170,AML,,eb1.cajados@escolas.min-edu.pt,265914452,
211278,Escola Básica de Caparide,38.713325,-9.364157,0,0,0,0,1,0,public,Agrupamento de Escolas da Alapraia Cascais,1,1,0,0,0,0,0,0,0,0,Tv. Escola à Cç 1º de Dezembro,2785-402,SÃO DOMINGOS DE RANA,,,1105,Cascais,11,Lisboa,PT170,AML,,eb1.caparide@escolas.min-edu.pt,214686089,050438
212672,Jardim de Infância do Carvalhinho,38.645890,-8.988544,0,0,0,0,1,0,public,Agrupamento de Escolas da Moita,1,0,0,0,0,0,0,0,0,0,Travessa da Escola Primária,2860-342,MOITA,,,1506,Moita,15,Setúbal,PT170,AML,,eb1.carvalhinho@escolas.min-edu.pt,212898708,090113|090133|090134|090135|090147|090148
213640,Jardim de Infância do Casal de Bolinhos,38.538955,-9.029091,0,0,0,0,1,0,public,Agrupamento de Escolas de Azeitão Setúbal,1,0,0,0,0,0,0,0,0,0,R. do Perú,2925-001,AZEITÃO,,,1512,Setúbal,15,Setúbal,PT170,AML,,eb1.casalbolinhos@escolas.min-edu.pt,212190820,160781|160805|160996
213822,Escola Básica do Casal do Marco,38.609128,-9.091236,0,0,0,0,1,2023-08-30,public,Agrupamento de Escolas Dr. António Augusto Louro Seixal,1,1,0,0,0,0,0,0,0,0,Rua do Desembargador,2840-183,SEIXAL,,,1510,Seixal,15,Setúbal,PT170,AML,,eb1ji.casalmarco@escolas.min-edu.pt,212276420,140033|140035|140037|140083|140121|140275|140276|140433|140435|140539|140559|140560|140561|140871
214255,Escola Básica de Casaínhos,38.881590,-9.164161,0,0,0,0,1,2023-08-30,public,Agrupamento de Escolas Luís de Sttau Monteiro Loures,1,1,0,0,0,0,0,0,0,0,R. Luís de Camões,2670-692,FANHÕES,,,1107,Loures,11,Lisboa,PT170,AML,,eb1.casainhos@escolas.min-edu.pt,219731066,"071017|071018|071037|071015
"
214383,Escola Básica da Quinta de São Sebastião,38.996266,-8.973642,0,0,0,0,1,0,public,Agrupamento de Escolas D. António de Ataíde Vila Franca de Xira,0,1,0,0,0,0,0,0,0,0,Rua da Cevadeira,2600-711,CASTANHEIRA DO RIBATEJO,,,1114,Vila Franca de Xira,11,Lisboa,PT170,AML,,eb1.cribatejo@escolas.min-edu.pt,263290447,180319|180345|180347|180389|180390|180391|180392|180393|180413|182268
216010,Escola Básica de Chão Duro,38.666169,-8.985068,0,0,0,0,1,0,public,Agrupamento de Escolas da Moita,0,1,0,0,0,0,0,0,0,0,R. da Escola Primária,2860-000,MOITA,,,1506,Moita,15,Setúbal,PT170,AML,,eb1.chaoduro@escolas.min-edu.pt,212898422,090103|090104|090181|090182
216069,"Escola Básica de Chãos, Torres Vedras",39.040677,-9.319054,0,0,0,0,1,2023-09-13,public,"Agrupamento de Escolas de São Gonçalo, Torres Vedras",0,1,0,0,0,0,0,0,0,0,Rua da Escola,2565-296,Freiria,,,1113,Torres Vedras,11,Lisboa,PT16B,Oeste,,eb1.chaosfreiria@escolas.min-edu.pt;,961392303,200083|200097
216770,Centro Educativo Navarro Paiva,38.742240,-9.174732,0,0,0,0,1,0,public,,0,0,1,1,0,0,0,0,0,0,Rua de S. Domingos de Benfica n.º 16,1500-559,LISBOA,,,1106,Lisboa,11,Lisboa,PT170,AML,,,217781240,
217785,Escola Básica de Cotovios,38.956538,-9.039575,0,0,0,0,1,0,public,Agrupamento de Escolas de Alhandra Sobralinho e São João dos Montes Vila Franca de Xira,0,1,0,0,0,0,0,0,0,0,Urbanização do Mosteiro,2600-817,SÃO JOÃO DOS MONTES,,,1114,Vila Franca de Xira,11,Lisboa,PT170,AML,,eb1.cotovios@escolas.min-edu.pt,219512184,180023|180024
219915,Escola Básica da Freguesia da Encarnação,39.022229,-9.370209,0,0,0,0,1,0,public,Agrupamento de Escolas da Ericeira Mafra,0,1,0,0,0,0,0,0,0,0,Rua da Escola,2640-231,ENCARNAÇÃO,,,1109,Mafra,11,Lisboa,PT170,AML,,eb1.encarnacao@escolas.min-edu.pt,261856390,080611|080612
220085,Escola Básica da Ericeira,38.966426,-9.405850,0,0,0,0,1,0,public,Agrupamento de Escolas da Ericeira Mafra,1,1,0,0,0,0,0,0,0,0,Rua Alto da Camacha,2655-003,ERICEIRA,,,1109,Mafra,11,Lisboa,PT170,AML,,eb1.ericeira@escolas.min-edu.pt,261863434,080007|082006|082007|082008|082009
221028,Escola Básica Fausto Cardoso de Figueiredo,38.709550,-9.396007,0,0,0,0,1,0,public,Agrupamento de Escolas Ibn Mucana Cascais,1,1,0,0,0,0,0,0,0,0,Av. de Portugal,2765-272,ESTORIL,,,1105,Cascais,11,Lisboa,PT170,AML,,eb1.estoril@escolas.min-edu.pt,212687786,050363|050364|050365|050366|050367|050368
221363,Escola Básica de Faião,38.872940,-9.357480,0,0,0,0,1,0,public,Agrupamento de Escolas Alto dos Moinhos Sintra,0,1,0,0,0,0,0,0,0,0,Rua da Escola,2705-839,TERRUGEM SNT,,,1111,Sintra,11,Lisboa,PT170,AML,,eb1.faiao@escolas.min-edu.pt,219613182,171393|171394|171509|171510
221508,Escola Básica de Fanhões,38.880482,-9.155215,0,0,0,0,1,2023-08-30,public,Agrupamento de Escolas Luís de Sttau Monteiro Loures,1,1,0,0,0,0,0,0,0,0,R. da Lapa,2670-699,FANHÕES,,,1107,Loures,11,Lisboa,PT170,AML,,eb1.fanhoes@escolas.min-edu.pt,219738266,070461|070463|070467|071023|071025|072221
222963,Escola Básica do Casal do Sapo (Fontainhas),38.555049,-9.081282,0,0,0,0,1,0,public,Agrupamento de Escolas Maria do Carmo Serrote Sesimbra,1,1,0,0,0,0,0,0,0,0,R. da Cidade,2970-000,SESIMBRA,,,1511,Sesimbra,15,Setúbal,PT170,AML,,eb1.fcasalsapo@escolas.min-edu.pt,212120622,150537|150538
223190,Jardim de Infância de Fonte do Feto,38.617981,-9.017719,0,0,0,0,1,0,public,Agrupamento de Escolas de Santo António Barreiro,1,0,0,0,0,0,0,0,0,0,R. da Escola,2835-553,SANTO ANTÓNIO DA CHARNECA,,,1504,Barreiro,15,Setúbal,PT170,AML,,eb1ji.fontefeto@escolas.min-edu.pt,212157653,040041|040042
223300,Escola Básica da Fonte Santa,38.667812,-9.203299,0,0,0,0,1,0,public,Agrupamento de Escolas do Monte da Caparica Almada,1,1,0,0,0,0,0,0,0,0,R. Bairro da Figueira,2825-000,CAPARICA,,,1503,Almada,15,Setúbal,PT170,AML,,eb1.fsantacaparica@escolas.min-edu.pt,212955679,020845|020846
223906,Escola Básica de Foros do Trapo,38.700141,-8.718857,0,0,0,0,1,2023-08-30,public,Agrupamento de Escolas de Pegões Canha e Santo Isidro Montijo,0,1,0,0,0,0,0,0,0,0,R. António Mª Eusébio,2985-000,PEGÕES,,,1507,Montijo,15,Setúbal,PT170,AML,,eb1.forostrapo@escolas.min-edu.pt,265996171,
224261,"Escola Básica n.º 1 de Freiria, Torres Vedras",39.025097,-9.319266,0,0,0,0,1,2023-09-13,public,"Agrupamento de Escolas de São Gonçalo, Torres Vedras",0,1,0,0,0,0,0,0,0,0,Rua Padre Galiza,2565-319,Freiria,,,1113,Torres Vedras,11,Lisboa,PT16B,Oeste,,eb1.freiriapegaliza@escolas.min-edu.pt;,261963045,200093|200095
