id,name,lat,lon,A1,A2,A3,A4,phone,email,url,address,postal_code,locality,parish_id,parish_name,municipality_id,municipality_name,district_id,district_name,region_id,region_name,stops
C00011,Palácio de Justiça de Loures,38.825794,-9.162853,0,1,0,0,,,https://eportugal.gov.pt/web/guest/pesquisa/-/pesquisa/tudo/Pal%C3%A1cio%20de%20Justi%C3%A7a%20de%20Loures,"Palácio da Justiça, Rua Professor Afonso Costa",2674-502,Loures,07,Loures,1107,Loures,11,Lisboa,PT170,AML,070035|070043|070250|070283|070355|070356|070389|070390|070481|070947|071658
C00012,Tribunal Judicial de Loures - Secção Cível,38.825794,-9.162853,0,1,0,0, 226 825 200 ,,https://eportugal.gov.pt/web/guest/pesquisa/-/pesquisa/tudo/Tribunal%20Judicial%20de%20Loures%20-%20Sec%C3%A7%C3%A3o%20C%C3%ADvel,"Palácio da Justiça, Rua Professor Afonso Costa",2674-502,Loures,07,Loures,1107,Loures,11,Lisboa,PT170,AML,070035|070043|070250|070283|070355|070356|070389|070390|070481|070947|071658
C00013,Palácio de Justiça de Mafra,38.939498,-9.328269,0,1,0,0,,,https://eportugal.gov.pt/web/guest/pesquisa/-/pesquisa/tudo/Pal%C3%A1cio%20de%20Justi%C3%A7a%20de%20Mafra,Av. 25 de Abril - Palácio da Justiça,2640-456 ,Mafra,09,Mafra,1109,Mafra,11,Lisboa,PT170,AML,080197|080198|080199|080202|080211|080217
C00014,Juízo Local Cível de Vila Franca de Xira - Edifício Varandas da Lezíria,38.956219,-8.990859,0,1,0,0,,,https://eportugal.gov.pt/web/guest/pesquisa/-/pesquisa/tudo/Ju%C3%ADzo%20Local%20C%C3%ADvel%20de%20Vila%20Franca%20de%20Xira%20-%20Edif%C3%ADcio%20Varandas%20da%20Lez%C3%ADria,R. Dr. Vasco Moniz-Edf. Varandas da Leziria,2600-273,Vila Franca de Xira,09,Vila Franca de Xira,1114,Vila Franca de Xira,11,Lisboa,PT170,AML,180081|180239|180359|180595
C00015,Juízo do Trabalho de Vila Franca de Xira,38.955848,-8.988932,0,1,0,0,,,https://eportugal.gov.pt/web/guest/pesquisa/-/pesquisa/tudo/Ju%C3%ADzo%20do%20Trabalho%20de%20Vila%20Franca%20de%20Xira,"Palácio da Justiça, Praceta da Justiça",2601-502,Vila Franca de Xira,09,Vila Franca de Xira,1114,Vila Franca de Xira,11,Lisboa,PT170,AML,180079|180081|180291|180357|180359|180595|180600|180765
C00016,Palácio de Justiça de Vila Franca de Xira,38.955775,-8.988774,0,1,0,0,,,https://eportugal.gov.pt/web/guest/pesquisa/-/pesquisa/tudo/Pal%C3%A1cio%20de%20Justi%C3%A7a%20de%20Vila%20Franca%20de%20Xira,"Palácio da Justiça, Praceta da Justiça",2601-502,Vila Franca de Xira,09,Vila Franca de Xira,1114,Vila Franca de Xira,11,Lisboa,PT170,AML,180079|180081|180291|180357|180359|180595|180765
C00017,Tribunal Judicial de Vila Franca de Xira - 3.ª Secção de Família e Menores,38.955775,-8.988774,0,1,0,0, 263 285 76,,https://eportugal.gov.pt/web/guest/pesquisa/-/pesquisa/tudo/Tribunal%20Judicial%20de%20Vila%20Franca%20de%20Xira%20-%203.%C2%AA%20Sec%C3%A7%C3%A3o%20de%20Fam%C3%ADlia%20e%20Menores,"Palácio da Justiça, Praceta da Justiça",2601-502,Vila Franca de Xira,09,Vila Franca de Xira,1114,Vila Franca de Xira,11,Lisboa,PT170,AML,180079|180081|180291|180357|180359|180595|180765
C00018,Tribunal Judicial de Vila Franca de Xira - 3.ª Secção do Trabalho,38.955848,-8.988932,0,1,0,0, 263 285 016,,https://eportugal.gov.pt/web/guest/pesquisa/-/pesquisa/tudo/Tribunal%20Judicial%20de%20Vila%20Franca%20de%20Xira%20-%203.%C2%AA%20Sec%C3%A7%C3%A3o%20do%20Trabalho,"Praceta da Justiça, nº 6",2601-502,Vila Franca de Xira,09,Vila Franca de Xira,1114,Vila Franca de Xira,11,Lisboa,PT170,AML,180079|180081|180291|180357|180359|180595|180600|180765
C00019,Tribunal Judicial de Vila Franca de Xira - DIAP / Ministério Público,38.955775,-8.988774,0,1,0,0, 265 285 760,,https://eportugal.gov.pt/locais-de-atendimento-de-servicos-publicos/-/pesquisa/search_stores?_searchresults_formDate=1697475863865&_searchresults_keywords=&_searchresults_keywords2=&_searchresults_portalCategoryTypesId=&_searchresults_LojasEspacos+47584868=on&_searchresults_Distritos+238422=on&_searchresults_Concelhos+50156286=on&_searchresults_checkboxNames=LojasEspacos+47584868%2CDistritos+238422%2CConcelhos+50156271%2CConcelhos+50156272%2CConcelhos+50156275%2CConcelhos+50156276%2CConcelhos+50156277%2CConcelhos+50156278%2CConcelhos+50156279%2CConcelhos+50156280%2CConcelhos+50156282%2CConcelhos+50156285%2CConcelhos+50156286%2CPaises+25291018&pageSequenceNumber=2,"Palácio da Justiça, Praceta da Justiça",2601-502,Vila Franca de Xira,09,Vila Franca de Xira,1114,Vila Franca de Xira,11,Lisboa,PT170,AML,180079|180081|180291|180357|180359|180595|180765
C00020,Tribunal Judicial de Vila Franca de Xira - Ministério Público TB,38.955775,-8.988774,0,1,0,0,264 285 016,,https://eportugal.gov.pt/web/guest/pesquisa/-/pesquisa/tudo/Tribunal%20Judicial%20de%20Vila%20Franca%20de%20Xira%20-%20Minist%C3%A9rio%20P%C3%BAblico%20TB,"Praceta da Justiça, nº 6",2601-502,Vila Franca de Xira,09,Vila Franca de Xira,1114,Vila Franca de Xira,11,Lisboa,PT170,AML,180079|180081|180291|180357|180359|180595|180765
C00021,Tribunal Judicial de Vila Franca de Xira - Secção Criminal,38.955775,-8.988774,0,1,0,0, 264 285 760,,https://eportugal.gov.pt/web/guest/pesquisa/-/pesquisa/tudo/Tribunal%20Judicial%20de%20Vila%20Franca%20de%20Xira%20-%20Sec%C3%A7%C3%A3o%20Criminal,"Palácio da Justiça, Praceta da Justiça",2601-502,Vila Franca de Xira,09,Vila Franca de Xira,1114,Vila Franca de Xira,11,Lisboa,PT170,AML,180079|180081|180291|180357|180359|180595|180765
C00022,Tribunal Judicial de Vila Franca de Xira - Secção Cível,38.955775,-8.988774,0,1,0,0, 263 285 010,,https://eportugal.gov.pt/web/guest/pesquisa/-/pesquisa/tudo/Tribunal%20Judicial%20de%20Vila%20Franca%20de%20Xira%20-%20Sec%C3%A7%C3%A3o%20C%C3%ADvel,R. Dr. Vasco Moniz-Edf. Varandas da Leziria,2600-273,Vila Franca de Xira,09,Vila Franca de Xira,1114,Vila Franca de Xira,11,Lisboa,PT170,AML,180079|180081|180291|180357|180359|180595|180765
C00023,Palácio de Justiça de Almada,38.670631,-9.169404,0,0,1,0,,,https://eportugal.gov.pt/web/guest/pesquisa/-/pesquisa/tudo/Pal%C3%A1cio%20de%20Justi%C3%A7a%20de%20Almada,"Palácio da Justiça, Rua Marcos Assunção",2809-015,Almada,12,"União das freguesias de Almada, Cova da Piedade, Pragal e Cacilhas",1503,Almada,15,Setúbal,PT170,AML,020279|020280|020753|021062|021063|029006|029808|029809
C00024,Palácio de Justiça do Seixal,38.638275,-9.099712,0,0,1,0,,,https://eportugal.gov.pt/web/guest/pesquisa/-/pesquisa/tudo/Pal%C3%A1cio%20de%20Justi%C3%A7a%20do%20Seixal,Quinta dos Franceses,2840-499,Seixal,07,"União das freguesias do Seixal, Arrentela e Aldeia de Paio Pires",1510,Seixal,15,Setúbal,PT170,AML,140063|140064|140065|140066|140067|140068|140249|140250|140579|140580|140581|140582|140679
C00025,Juízo de Competência Genérica de Sesimbra - Edifício Falésia,38.441568,-9.092145,0,0,1,0,,,https://eportugal.gov.pt/web/guest/pesquisa/-/pesquisa/tudo/Ju%C3%ADzo%20de%20Compet%C3%AAncia%20Gen%C3%A9rica%20de%20Sesimbra%20-%20Edif%C3%ADcio%20Fal%C3%A9sia,"R. Navegador Rodrigues Soromenho, Edifício da Falésia , Bloco K",2970-773,Sesimbra,02,Sesimbra (Santiago),1511,Sesimbra,15,Setúbal,PT170,AML,150471|150473|150475
C00026,Palácio de Justiça do Barreiro,38.657050,-9.067026,0,0,0,1,,,https://eportugal.gov.pt/web/guest/pesquisa/-/pesquisa/tudo/Pal%C3%A1cio%20de%20Justi%C3%A7a%20do%20Barreiro,"Palácio da Justiça, Av. de Santa Maria",2830-007,Barreiro,09,"União das freguesias de Alto do Seixalinho, Santo André e Verderena",1504,Barreiro,15,Setúbal,PT170,AML,040007|040077|040081|040123|040155
C00027,Tribunal Judicial do Barreiro - 2.ª Secção de Comércio,38.657050,-9.067026,0,0,0,1, 215 149 200,,https://eportugal.gov.pt/web/guest/pesquisa/-/pesquisa/tudo/Tribunal%20Judicial%20do%20Barreiro%20-%202.%C2%AA%20Sec%C3%A7%C3%A3o%20de%20Com%C3%A9rcio,"Palácio da Justiça, Av. de Santa Maria",2830-007,Barreiro,09,"União das freguesias de Alto do Seixalinho, Santo André e Verderena",1504,Barreiro,15,Setúbal,PT170,AML,040007|040077|040081|040123|040155
C00028,Tribunal Judicial do Barreiro - 2.ª Secção do Trabalho,38.657050,-9.067026,0,0,0,1, 212 149 200,,https://eportugal.gov.pt/web/guest/pesquisa/-/pesquisa/tudo/Tribunal%20Judicial%20do%20Barreiro%20-%202.%C2%AA%20Sec%C3%A7%C3%A3o%20do%20Trabalho,"Palácio da Justiça, Av. de Santa Maria",2830-007,Barreiro,09,"União das freguesias de Alto do Seixalinho, Santo André e Verderena",1504,Barreiro,15,Setúbal,PT170,AML,040007|040077|040081|040123|040155
C00029,Tribunal Judicial do Barreiro - 3.ª Secção de Família e Menores,38.657050,-9.067026,0,0,0,1, 213 149 200 ,,https://eportugal.gov.pt/web/guest/pesquisa/-/pesquisa/tudo/Tribunal%20Judicial%20do%20Barreiro%20-%203.%C2%AA%20Sec%C3%A7%C3%A3o%20de%20Fam%C3%ADlia%20e%20Menores,"Palácio da Justiça, Av. de Santa Maria",2830-007,Barreiro,09,"União das freguesias de Alto do Seixalinho, Santo André e Verderena",1504,Barreiro,15,Setúbal,PT170,AML,040007|040077|040081|040123|040155
C00030,Tribunal Judicial do Barreiro - 3.ª Secção de Instrução Criminal,38.657050,-9.067026,0,0,0,1, 213 149 200 ,,https://eportugal.gov.pt/web/guest/pesquisa/-/pesquisa/tudo/Tribunal%20Judicial%20do%20Barreiro%20-%203.%C2%AA%20Sec%C3%A7%C3%A3o%20de%20Instru%C3%A7%C3%A3o%20Criminal,"Palácio da Justiça, Av. de Santa Maria",2830-007,Barreiro,09,"União das freguesias de Alto do Seixalinho, Santo André e Verderena",1504,Barreiro,15,Setúbal,PT170,AML,040007|040077|040081|040123|040155
C00031,Tribunal Judicial do Barreiro - DIAP / Ministério Público,38.657050,-9.067026,0,0,0,1, 213 149 200 ,,https://eportugal.gov.pt/locais-de-atendimento-de-servicos-publicos/-/pesquisa/search_stores?_searchresults_formDate=1697475902636&_searchresults_keywords=&_searchresults_keywords2=&_searchresults_portalCategoryTypesId=&_searchresults_LojasEspacos+47584868=on&_searchresults_Distritos+238426=on&_searchresults_Concelhos+50156344=on&_searchresults_checkboxNames=LojasEspacos+47584868%2CDistritos+238426%2CConcelhos+50156342%2CConcelhos+50156343%2CConcelhos+50156344%2CConcelhos+50156345%2CConcelhos+50156346%2CConcelhos+50156347%2CConcelhos+50156349%2CConcelhos+50156350%2CConcelhos+50156351%2CConcelhos+50156352%2CPaises+25291018&pageSequenceNumber=2,"Palácio da Justiça, Av. de Santa Maria",2830-007,Barreiro,09,"União das freguesias de Alto do Seixalinho, Santo André e Verderena",1504,Barreiro,15,Setúbal,PT170,AML,040007|040077|040081|040123|040155
C00032,Palácio de Justiça da Moita,38.649028,-8.988902,0,0,0,1,,,https://eportugal.gov.pt/web/guest/pesquisa/-/pesquisa/tudo/Pal%C3%A1cio%20de%20Justi%C3%A7a%20da%20Moita,"Rua Francisco Távora, n.º 2",2864-001,Moita,03,Moita,1506,Moita,15,Setúbal,PT170,AML,090113|090115|090147|090148|090307|090308
C00033,Tribunal Judicial da Moita - DIAP / Ministério Público,38.649028,-8.988902,0,0,0,1,213 808 600 ,,https://eportugal.gov.pt/locais-de-atendimento-de-servicos-publicos/-/pesquisa/search_stores?_searchresults_formDate=1697475924993&_searchresults_keywords=&_searchresults_keywords2=&_searchresults_portalCategoryTypesId=&_searchresults_LojasEspacos+47584868=on&_searchresults_Distritos+238426=on&_searchresults_Concelhos+50156344=on&_searchresults_checkboxNames=LojasEspacos+47584868%2CDistritos+238426%2CConcelhos+50156342%2CConcelhos+50156343%2CConcelhos+50156344%2CConcelhos+50156345%2CConcelhos+50156346%2CConcelhos+50156347%2CConcelhos+50156349%2CConcelhos+50156350%2CConcelhos+50156351%2CConcelhos+50156352%2CPaises+25291018&pageSequenceNumber=2,"Rua Francisco Távora, n.º 2",2864-001,Moita,03,Moita,1506,Moita,15,Setúbal,PT170,AML,090113|090115|090147|090148|090307|090308
C00034,Tribunal Judicial da Moita - Secção Cível,38.649028,-8.988902,0,0,0,1,213 808 600 ,,https://eportugal.gov.pt/web/guest/pesquisa/-/pesquisa/tudo/Tribunal%20Judicial%20da%20Moita%20-%20Sec%C3%A7%C3%A3o%20C%C3%ADvel,"Rua Francisco Távora, n.º 2",2864-001,Moita,03,Moita,1506,Moita,15,Setúbal,PT170,AML,090113|090115|090147|090148|090307|090308
C00035,Palácio de Justiça do Montijo,38.710106,-8.976563,0,0,0,1,,,https://eportugal.gov.pt/web/guest/pesquisa/-/pesquisa/tudo/Pal%C3%A1cio%20de%20Justi%C3%A7a%20do%20Montijo,Av. Dr. Manuel Paulino Gomes,2870-156,Montijo,10,União das freguesias de Montijo e Afonsoeiro,1507,Montijo,15,Setúbal,PT170,AML,100091|100119
C00036,Juízos de Execução e do Comércio de Setúbal - Edifício Esplanada,38.525829,-8.887935,0,0,0,1,,,https://eportugal.gov.pt/web/guest/pesquisa/-/pesquisa/tudo/Ju%C3%ADzos%20de%20Execu%C3%A7%C3%A3o%20e%20do%20Com%C3%A9rcio%20de%20Set%C3%BAbal%20-%20Edif%C3%ADcio%20Esplanada,"Rua Manuel Livério, Edifício Esplanada",2900-106,Setúbal,10,"União das freguesias de Setúbal (São Julião, Nossa Senhora da Anunciada e Santa Maria da Graça)",1512,Setúbal,15,Setúbal,PT170,AML,160063|160064|160123|160137|160139|160141|160223|160349|160409|160411|160883
C00037,Palácio de Justiça de Setúbal,38.521952,-8.892239,0,0,0,1,,,https://eportugal.gov.pt/web/guest/pesquisa/-/pesquisa/tudo/Pal%C3%A1cio%20de%20Justi%C3%A7a%20de%20Set%C3%BAbal,"Palácio da Justiça, Rua Claudio Lagrange",2904-504,Setúbal,10,"União das freguesias de Setúbal (São Julião, Nossa Senhora da Anunciada e Santa Maria da Graça)",1512,Setúbal,15,Setúbal,PT170,AML,160101|160103|160127|160129|160135|160161|160813|160815
