id,name,lat,lon,A1,A2,A3,A4,phone,email,url,address,postal_code,locality,parish_id,parish_name,municipality_id,municipality_name,district_id,district_name,region_id,region_name,stops
FS0018,Serviço de Finanças - Oeiras 2,38.701208,-9.230761,,,,, 214 461 550/1/2/3 ,,https://eportugal.gov.pt/web/guest/pesquisa/-/pesquisa/tudo/Servi%C3%A7o%20de%20Finan%C3%A7as%20-%20Oeiras%202,"Rua de Olivença, 20",1495-098,Algés,,,1110,Oeiras,,,,,120079|120193|120195|120197|120199|120201|120203|120204|120205|120207|120223|120225|120227|120229|120263|120265|120266|120341|120401|121059
FS0019,Serviço de Finanças - Sintra 1,38.800074,-9.381136,,,,, 219 104 600/1/2,,https://eportugal.gov.pt/web/guest/pesquisa/-/pesquisa/tudo/Servi%C3%A7o%20de%20Finan%C3%A7as%20-%20Sintra%201,"Av. Movimento das Forças Armadas, 14",2710-431,Sintra,,,1111,Sintra,,,,,171875|171877|171878|171879|171880|171917|171919|171921|171953
FS0020,Serviço de Finanças - Sintra 2,38.797873,-9.328799,,,,, 210 062 210,,https://eportugal.gov.pt/web/guest/pesquisa/-/pesquisa/tudo/Servi%C3%A7o%20de%20Finan%C3%A7as%20-%20Sintra%202,Serviço de Finanças - Sintra 2,2725-537,Mem Martins,,,1111,Sintra,,,,,170255|170256|170257|170258|170259|170260|170261|170263|170275|170521
FS0021,Serviço de Finanças - Sintra 3,38.769367,-9.305089,,,,,219189400/6 ,,https://eportugal.gov.pt/web/guest/pesquisa/-/pesquisa/tudo/Servi%C3%A7o%20de%20Finan%C3%A7as%20-%20Sintra%203,"Rua Nova do Zambujal, 4",2735-302,Cacém,,,1111,Sintra,,,,,170451|170452|170453|170493|170495|170655|170679|170681|170683|170684
FS0022,Serviço de Finanças - Sintra 4,38.759950,-9.257326,,,,, 214340320,,https://eportugal.gov.pt/web/guest/pesquisa/-/pesquisa/tudo/Servi%C3%A7o%20de%20Finan%C3%A7as%20-%20Sintra%204,"Av. Miguel Bombarda, 27-A",2745-175,Queluz,,,1111,Sintra,,,,,170597|170598|170599|172477|172536
FS0023,Serviço de Finanças - Loures 1,38.829301,-9.167080,,,,, 219844940,,https://eportugal.gov.pt/web/guest/pesquisa/-/pesquisa/tudo/Servi%C3%A7o%20de%20Finan%C3%A7as%20-%20Loures%201,"Rua Manuel Augusto Pacheco, 6 – 1.º",2674-503,Loures,,,1107,Loures,,,,,070029|070032|070035|070037|070250|070453|070477|070478|070479|070527
FS0024,Serviço de Finanças - Loures 3,38.769701,-9.095943,,,,,218926000,,https://eportugal.gov.pt/web/guest/pesquisa/-/pesquisa/tudo/Servi%C3%A7o%20de%20Finan%C3%A7as%20-%20Loures%203,"Alameda dos Oceanos, 55",1998-027,Lisboa,,,1106,Loures,,,,,060205|060209
FS0025,Serviço de Finanças - Loures 4,38.793752,-9.107473,,,,, 219499450,,https://eportugal.gov.pt/web/guest/pesquisa/-/pesquisa/tudo/Servi%C3%A7o%20de%20Finan%C3%A7as%20-%20Loures%204,"Praceta Bombeiros Voluntários, 51 – 1.º",2689-503,Sacavém,,,1107,Loures,,,,,070679|070697|070698|070699|070700|070701|070703|071295|071395|071396|071503|071505
FS0026,Serviço de Finanças - Odivelas,38.790296,-9.176737,,,,,219349200,,https://eportugal.gov.pt/web/guest/pesquisa/-/pesquisa/tudo/Servi%C3%A7o%20de%20Finan%C3%A7as%20-%20Odivelas,"Rua Miguel Rovisco, 5",2675-369,Odivelas,,,1116,Odivelas,,,,,110091|110093|110094|110099|110100|110109|110110|110221|110401|110402|110403|110405|110407|110408|110410|110411|110627|110628|110713|111003|111016
FS0027,Serviço de Finanças - Vila Franca Xira 1,38.957363,-8.986243,,,,,263 279 390,,https://eportugal.gov.pt/web/guest/pesquisa/-/pesquisa/tudo/Servi%C3%A7o%20de%20Finan%C3%A7as%20-%20Vila%20Franca%20Xira%201,"Rua Joaquim Pedro Monteiro, 25-A – 1.º",2600-165,Vila Franca de Xira,,,1114,Vila Franca de Xira,,,,,180079|180291|180293|180357|180359|180599|180600|180765
FS0028,Serviço de Finanças - Vila Franca Xira 2,38.900919,-9.039163,,,,,219579880 ,,https://eportugal.gov.pt/web/guest/pesquisa/-/pesquisa/tudo/Servi%C3%A7o%20de%20Finan%C3%A7as%20-%20Vila%20Franca%20Xira%202,"Rua dos Lavadouros, 7 e 8",2615-123 ,Alverca do Ribatejo,,,1114,Vila Franca de Xira,,,,,180055|180057|180099|180105|180107|180108|180109|180141|180142|180143|180245|180246
FS0029,Serviço de Finanças - Almada 1,38.684771,-9.147604,,,,, 212738130,,https://eportugal.gov.pt/web/guest/pesquisa/-/pesquisa/tudo/Servi%C3%A7o%20de%20Finan%C3%A7as%20-%20Almada%201,"Av. 25 de Abril, 5-B – 2.º",2804-528,Almada,,,1503,Almada,,,,,020033|020035|020039|020041|020219|020221|020403|020429|020489|020491|020492|020955|020959|020973|021007|021009|021067
FS0030,Serviço de Finanças - Almada 2,38.674648,-9.166627,,,,,210 034 910/21,,https://eportugal.gov.pt/web/guest/pesquisa/-/pesquisa/tudo/Servi%C3%A7o%20de%20Finan%C3%A7as%20-%20Almada%202,"Rua Galileu Saúde Correia, 8-C",2800-559,Almada,,,1503,Almada,,,,,020365|020366|020747|020748|020749|020750|029806
FS0031,Serviço de Finanças - Almada 3,38.639769,-9.229353,,,,, 212918810,,https://eportugal.gov.pt/web/guest/pesquisa/-/pesquisa/tudo/Servi%C3%A7o%20de%20Finan%C3%A7as%20-%20Almada%203,"Praça Padre Manuel Bernardes, Torre das Argolas",2829-510,Costa da Caparica,,,1503,Almada,,,,,020637|020735|021017|021018|029800|029801
FS0032,Serviço de Finanças - Seixal 1,38.640122,-9.100430,,,,,212219710 ,,https://eportugal.gov.pt/web/guest/pesquisa/-/pesquisa/tudo/Servi%C3%A7o%20de%20Finan%C3%A7as%20-%20Seixal%201,"Av. Albano Narciso Pereira, 11",2840-457,Seixal,,,1510,Seixal,,,,,140065|140066|140067|140068|140069|140070|140579|140580|140581|140582|140671|140679
FS0033,Serviço de Finanças - Seixal 2,38.620843,-9.120256,,,,,212260760,,https://eportugal.gov.pt/web/guest/pesquisa/-/pesquisa/tudo/Servi%C3%A7o%20de%20Finan%C3%A7as%20-%20Seixal%202,"Praceta Sampaio Bruno, 7-A – 1.º, Cruz de Pau",2845-038,Amora,,,1510,Seixal,,,,,140105|140106|140107|140108|140611|140612
FS0034,Serviço de Finanças - Sesimbra,38.445173,-9.100087,,,,,212289300,,https://eportugal.gov.pt/web/guest/pesquisa/-/pesquisa/tudo/Servi%C3%A7o%20de%20Finan%C3%A7as%20-%20Sesimbra,"Av. da Liberdade, 49",2970-635,Sesimbra,,,1511,Seixal,,,,,150051|150052|150423|150425|150451|150453|150455|150461|150463|150477|150481|150594
FS0035,Serviço de Finanças - Alcochete,38.754758,-8.959902,,,,,212340201,,https://eportugal.gov.pt/web/guest/pesquisa/-/pesquisa/tudo/Servi%C3%A7o%20de%20Finan%C3%A7as%20-%20Alcochete,"Rua Carlos Manuel Rodrigues Francisco, 17 – R/C",2890-042,Alcochete,,,1502,Alcochete,,,,,010001|010002|010005|010025|010027|010028|010073|010079|010080|010142|010161
FS0036,Serviço de Finanças - Barreiro,38.661790,-9.074464,,,,,212067340,,https://eportugal.gov.pt/web/guest/pesquisa/-/pesquisa/tudo/Servi%C3%A7o%20de%20Finan%C3%A7as%20-%20Barreiro,"Rua Stara Zagora, 20 – R/C",2830-364,Barreiro,,,1504,Alcochete,,,,,040137|040179
FS0037,Serviço de Finanças - Moita,38.654008,38.654008,,,,, 212809080 ,,https://eportugal.gov.pt/web/guest/pesquisa/-/pesquisa/tudo/Servi%C3%A7o%20de%20Finan%C3%A7as%20-%20Moita,"Av. Teófilo Braga, 42-A - R/C",2864-006,Moita,,,#N/A,Moita,,,,,
FS0038,Serviço de Finanças - Montijo,38.707777,38.707777,,,,,212306860,,https://eportugal.gov.pt/web/guest/pesquisa/-/pesquisa/tudo/Servi%C3%A7o%20de%20Finan%C3%A7as%20-%20Montijo,"Rua Comandante Francisco Silva Júnior, 48-C",2870-264,Montijo,,,#N/A,Montijo,,,,,
FS0039,Serviço de Finanças - Palmela,38.574030,38.574030,,,,,212339560,,https://eportugal.gov.pt/web/guest/pesquisa/-/pesquisa/tudo/Servi%C3%A7o%20de%20Finan%C3%A7as%20-%20Palmela,"Rua Escola Preparatória Hermenegildo Capelo, 23 – 1.º",2950-246,Palmela,,,#N/A,Palmela,,,,,
FS0040,Serviço de Finanças - Setúbal 1,38.522678,38.522678,,,,,265544290,,https://eportugal.gov.pt/web/guest/pesquisa/-/pesquisa/tudo/Servi%C3%A7o%20de%20Finan%C3%A7as%20-%20Set%C3%BAbal%201,"Av. Luísa Todi, 3-7",2904-506,Setúbal,,,#N/A,Setúbal,,,,,
FS0041,Serviço de Finanças - Setúbal 2,38.525682,38.525682,,,,,265233545,,https://eportugal.gov.pt/web/guest/pesquisa/-/pesquisa/tudo/Servi%C3%A7o%20de%20Finan%C3%A7as%20-%20Set%C3%BAbal%202,"Av. 5 de Outubro, 148 – 2.º",2900-309,Setúbal,,,#N/A,Setúbal,,,,,
