id,name,lat,lon,A1,A2,A3,A4,is_active,validation_date,address,locality,parish_id,parish_name,municipality_id,municipality_name,district_id,district_name,region_id,region_name,url,email,phone,stops
MS0011,Museu do Oriente,38.702881,-9.170726,1,0,0,0,1,2023-08-25,"Avenida Brasília
",,60,Estrela,06,Lisboa,11,Lisboa,PT170,AML,www.museudooriente.pt,info@foriente.pt,=+351 213 585 200,060411|060423
MS0012,Museu Nacional de Arte Antiga,38.705037,-9.161175,1,0,0,0,1,2023-08-25,"Rua das Janelas Verdes, 59 
",,60,Estrela,06,Lisboa,11,Lisboa,PT170,AML,http://www.museudearteantiga.pt/,geral@mnaa.pt,=+351 213 912 800,060413|060414
MS0013,Museu Nacional de Etnologia,38.704905,-9.208841,1,0,0,0,1,2023-08-25,"Avenida da Ilha da Madeira
",,58,Belém,06,Lisboa,11,Lisboa,PT170,AML,https://mnetnologia.wordpress.com/,mnetnologia@imc-ip.pt,=+351 213 041 160,060095|060096
MS0014,Museu de Lisboa - Torreão Poente,38.707024,-9.137855,1,0,0,0,1,2023-08-25,"Praça do Comércio, 1",,65,Santa Maria Maior,06,Lisboa,11,Lisboa,PT170,AML,www.museudelisboa.pt,info@museudelisboa.pt,,
MS0015,Museu das Comunicações,38.707811,-9.150397,1,0,0,0,1,2023-08-25,"Rua do Instituto Industrial, 16 
",,61,Misericórdia,06,Lisboa,11,Lisboa,PT170,AML,www.fpc.pt,museu@fpc.pt,=+351 213 935 000,060417|060418
MS0016,Museu da Marioneta,38.708000,-9.155690,1,0,0,0,1,2023-08-25,"Rua da Esperança, 146
",,60,Estrela,06,Lisboa,11,Lisboa,PT170,AML,www.museudamarioneta.pt,museu@museudamarioneta.pt,=+351 213 942 810,
MS0017,Museu Nacional de Arte Contemporânea do Chiado,38.708418,-9.141239,1,0,0,0,1,2023-08-25,"Rua Serpa Pinto, 4; Rua Capelo, 13
",,65,Santa Maria Maior,06,Lisboa,11,Lisboa,PT170,AML,http://www.museuartecontemporanea.gov.pt/pt,museuchiado@mnac.dgpc.pt,=+351 213 432 148,
MS0018,Museu do Dinheiro,38.708505,-9.138847,1,0,0,0,1,2023-08-25,"Largo de São Julião, 26 - R/C",,65,Santa Maria Maior,06,Lisboa,11,Lisboa,PT170,AML,www.museudodinheiro.pt,info@museudodinheiro.pt,=+351 213 213 240,
MS0019,Museu de Lisboa - Casa dos Bicos,38.709013,-9.132580,1,0,0,0,1,2023-08-25,"Rua dos Bacalhoeiros,10",,65,Santa Maria Maior,06,Lisboa,11,Lisboa,PT170,AML,www.museudelisboa.pt,info@museudelisboa.pt,=+351 210 993 811,
MS0020,Mude - Museu do Design e da Moda (encerrado até junho 2019),38.709039,-9.136891,1,0,0,0,1,2023-08-25,"Rua Augusta, 24 
",,65,Santa Maria Maior,06,Lisboa,11,Lisboa,PT170,AML,www.mude.pt,mude@cm-lisboa.pt,=+351 218 171 892,
MS0021,Tesouro da Sé,38.709816,-9.133241,1,0,0,0,1,2023-08-25,"Largo da Sé
",,65,Santa Maria Maior,06,Lisboa,11,Lisboa,PT170,AML,,tesouro@se-patriarcal.pt,=+351 218 866 752,
MS0022,Núcleo Arqueológico da Rua dos Correeiros (BCP),38.709945,-9.137088,1,0,0,0,1,2023-08-25,"Rua dos Correeiros, 15-23

",,65,Santa Maria Maior,06,Lisboa,11,Lisboa,PT170,AML,http://ind.millenniumbcp.pt/pt/Institucional/fundacao/Pages/fundacao_NARC.aspx,fundacao@millenniumbcp.pt,=+351 211 131 004,
MS0023,Museu de Lisboa - Santo António,38.710012,-9.133878,1,0,0,0,1,2023-08-25,"Largo de Santo António da Sé, 22 
",,65,Santa Maria Maior,06,Lisboa,11,Lisboa,PT170,AML,http://www.museudelisboa.pt/equipamentos/santo-antonio.html,info@museudelisboa.pt,=+351 218 860 447,
MS0024,Museu da Farmácia,38.710032,-9.147316,1,0,0,0,1,2023-08-25,"Rua Marechal Saldanha, 1 
",,61,Misericórdia,06,Lisboa,11,Lisboa,PT170,AML,www.anf.pt,museudafarmacia@anf.pt,=+351 213 400 680,
MS0025,Museu do Aljube - Resistência e Liberdade,38.710172,-9.132689,1,0,0,0,1,2023-08-25,"Rua de Augusto Rosa, 42",,65,Santa Maria Maior,06,Lisboa,11,Lisboa,PT170,AML,www.museudoaljube.pt,info@museudoaljube.pt,=+351 215 818 535,
MS0026,Museu de Lisboa - Teatro Romano,38.710253,-9.132491,1,0,0,0,1,2023-08-25,"Rua S. Mamede, 3A 
",,65,Santa Maria Maior,06,Lisboa,11,Lisboa,PT170,AML,www.museudelisboa.pt,info@museudelisboa.pt,=+351 215 818 530,
MS0027,Museu do Fado,38.711161,-9.127613,1,0,0,0,1,2023-08-25,"Largo do Chafariz de Dentro, 1 
",,65,Santa Maria Maior,06,Lisboa,11,Lisboa,PT170,AML,www.museudofado.pt/,museudofado@egeac.pt,=+351 218 823 470,
MS0028,Atelier-Museu Júlio Pomar,38.711280,-9.150378,1,0,0,0,1,2023-08-25,"Rua do Vale, 7",,61,Misericórdia,06,Lisboa,11,Lisboa,PT170,AML,www.ateliermuseujuliopomar.pt,atelier.museu.pomar@cm-lisboa.pt,=+351 218 172 111,
MS0029,Museu de Artes Decorativas Portuguesas,38.712117,-9.130442,1,0,0,0,1,2023-08-25,"Largo das Portas do Sol, 2
",,65,Santa Maria Maior,06,Lisboa,11,Lisboa,PT170,AML,www.fress.pt,museu@fress.pt,=+351 218 814 600,
MS0030,Museu Arqueológico do Carmo,38.712151,-9.140234,1,0,0,0,1,2023-08-25,"Largo do Carmo 
",,65,Santa Maria Maior,06,Lisboa,11,Lisboa,PT170,AML,www.museuarqueologicodocarmo.pt/p_museu.html,secretaria@arqueologos.pt,=+351 213 478 629,
MS0031,Museu do Lactário,38.712334,-9.125145,1,0,0,0,1,2023-08-25,"Largo do Museu de Artilharia, 2",,65,Santa Maria Maior,06,Lisboa,11,Lisboa,PT170,AML,museudolactario.fasl.org.pt,museudolactario@fasl.org.pt,=+351 218 861 760,
MS0032,Museu da Guarda Nacional Republicana,38.712204,-9.140753,1,0,0,0,1,2023-08-25,"Largo do Carmo, 28",,65,Santa Maria Maior,06,Lisboa,11,Lisboa,PT170,AML,http://www.arquivomuseugnr.pt/,museu@gnr.pt,=+351 213 217 222,
MS0033,Museu da Liga dos Combatentes,38.712615,-9.147350,1,0,0,0,1,2023-08-25,Rua de O Século 46 R/C,,61,Misericórdia,06,Lisboa,11,Lisboa,PT170,AML,www.ligacombatentes.org.pt,geral@ligacombatentes.org.pt,21 346 82 45 / 46,
MS0034,Museu Militar de Lisboa,38.712912,-9.125059,1,0,0,0,1,2023-08-25,"Largo do Museu de Artilharia
",,65,Santa Maria Maior,06,Lisboa,11,Lisboa,PT170,AML,www.exercito.pt/sites/MusMilLisboa/Historial/Paginas/default.aspx,museumilitar@portugalmail.pt,=+351 218 842 300,
MS0035,Núcleo Museológico do Castelo de São Jorge,38.712973,-9.133927,1,0,0,0,1,2023-08-25,Castelo de São Jorge,,65,Santa Maria Maior,06,Lisboa,11,Lisboa,PT170,AML,http://www.castelodesaojorge.pt,info@castelodesaojorge.pt,=+351 218 800 620,
MS0036,Museu Geológico,38.713137,-9.149935,1,0,0,0,1,2023-08-25,"Rua da Academia das Ciências, 19 
",,61,Misericórdia,06,Lisboa,11,Lisboa,PT170,AML,www.lneg.pt/museugeologico/,museugeol@lneg.pt,=+351 213 463 915,
MS0037,Museu Maçónico Português,38.713210,-9.144748,1,0,0,0,1,2023-08-25,"Rua do Grémio Lusitano, 25 
",,61,Misericórdia,06,Lisboa,11,Lisboa,PT170,AML,www.gremiolusitano.pt,museumaconicoportugues@gmail.com,=+351 213 424 506,
MS0038,Museu de São Roque,38.713614,-9.143482,1,0,0,0,1,2023-08-25,"Largo Trindade Coelho
",,61,Misericórdia,06,Lisboa,11,Lisboa,PT170,AML,www.museu-saoroque.com,info@museu-saoroque.com,=+351 213 235 065,
MS0039,Museu de São Vicente de Fora,38.714812,-9.127857,1,0,0,0,1,2023-08-25,"Largo de São Vicente 
Mosteiro de São Vicente de Fora
",,67,São Vicente,06,Lisboa,11,Lisboa,PT170,AML,,ccultural@patriarcado-lisboa.pt,=+351 218 810 500,
MS0040,Museu Nacional do Desporto,38.715560,-9.142173,1,0,0,0,1,2023-08-25,"Praça dos Restauradores
Palácio Foz",,65,Santa Maria Maior,06,Lisboa,11,Lisboa,PT170,AML,,museu@ipdj.pt,=+351 213 958 629,
MS0041,Casa-Museu Amália Rodrigues,38.715458,-9.154572,1,0,0,0,1,2023-08-25,"Rua de São Bento, 193
",,59,Campo de Ourique,06,Lisboa,11,Lisboa,PT170,AML,www.amaliarodrigues.pt/artigo-casa-museu-2,casamuseu@amaliarodrigues.pt,=+351 213 971 896,
MS0042,Museu João de Deus,38.715847,-9.158243,1,0,0,0,1,2023-08-25,"Avenida Álvares Cabral, 69  
",,59,Campo de Ourique,06,Lisboa,11,Lisboa,PT170,AML,www.joaodeus.com/museu/museu.asp,museu@escolasjoaodeus.pt,=+351 213 960 854,
MS0043,Museu da Sociedade de Geografia de Lisboa,38.716235,-9.139789,1,0,0,0,1,2023-08-25,"Rua das Portas de Santo Antão, 100 
",,56,Arroios,06,Lisboa,11,Lisboa,PT170,AML,www.socgeografialisboa.pt/,geral@socgeografialisboa.pt,=+351 213 425 401,
MS0044,Casa Fernando Pessoa (encerrada até dezembro 2019),38.716641,-9.162446,1,0,0,0,1,2023-08-25,"Rua Coelho da Rocha, 16 
",,59,Campo de Ourique,06,Lisboa,11,Lisboa,PT170,AML,http://casafernandopessoa.cm-lisboa.pt/,info@casafernandopessoa.pt,=+351 213 913 270,
MS0045,Museu Nacional de História Natural e da Ciência,38.717478,-9.150109,1,0,0,0,1,2023-08-25,"Rua da Escola Politécnica, 58 
",,66,Santo António,06,Lisboa,11,Lisboa,PT170,AML,http://www.museus.ulisboa.pt/,geral@museus.ulisboa.pt,#ERROR!,
MS0046,Museu da Água,38.719733,-9.119874,1,0,0,0,1,2023-08-25,"Rua do Alviela, 12
",,67,São Vicente,06,Lisboa,11,Lisboa,PT170,AML,museudaagua.blogspot.com,museu@epal.pt,#ERROR!,
MS0047,Cinemateca Portuguesa - Museu do Cinema,38.720859,-9.148743,1,0,0,0,1,2023-08-25,"Rua Barata Salgueiro, 39",,66,Santo António,06,Lisboa,11,Lisboa,PT170,AML,www.cinemateca.pt/,cinemateca@cinemateca.pt,#ERROR!,
MS0048,Casa-Museu Medeiros e Almeida,38.721746,-9.149130,1,0,0,0,1,2023-08-25,"Rua Rosa Araújo, 41
",,66,Santo António,06,Lisboa,11,Lisboa,PT170,AML,www.casa-museumedeirosealmeida.pt,nfo@casa-museumedeirosealmeida.pt,#ERROR!,
MS0049,Museu Arpad Szenes - Vieira da Silva,38.722127,-9.155741,1,0,0,0,1,2023-08-25,"Praça das Amoreiras, 56
",,66,Santo António,06,Lisboa,11,Lisboa,PT170,AML,www.fasvs.pt,fasvs@fasvs.pt,#ERROR!,
MS0050,Museu Nacional do Azulejo,38.724733,-9.113701,1,0,0,0,1,2023-08-25,"Rua da Madre de Deus, 4
",,63,Penha de França,06,Lisboa,11,Lisboa,PT170,AML,www.museudoazulejo.pt,geral@mnazulejo.dgpc.pt,#ERROR!,
MS0051,Casa-Museu Doutor Anastácio Gonçalves,38.732525,-9.146278,1,0,0,0,1,2023-08-25,"Avenida Cinco de Outubro, 6-8
",,57,Avenidas Novas,06,Lisboa,11,Lisboa,PT170,AML,http://blogdacmag.blogspot.pt/,divulgacao@cmag.dgpc.pt,#ERROR!,
MS0052,Museu Calouste Gulbenkian - Coleção Moderna,38.735622,-9.154088,1,0,0,0,1,2023-08-25,"Rua Dr. Nicolau de Bettencourt
",,57,Avenidas Novas,06,Lisboa,11,Lisboa,PT170,AML,https://gulbenkian.pt/cam/colecao-moderna/,museu@gulbenkian.pt,#ERROR!,
MS0053,Museu Calouste Gulbenkian - Coleção Fundador,38.737625,-9.153035,1,0,0,0,1,2023-08-25,"Avenida de Berna, 45 
",,57,Avenidas Novas,06,Lisboa,11,Lisboa,PT170,AML,https://gulbenkian.pt/museu/,museu@gulbenkian.pt,#ERROR!,061220
MS0054,Museu das Crianças,38.743299,-9.168214,1,0,0,0,1,2023-08-25,Praça Marechal Humberto Delgado,,39,São Domingos de Benfica,06,Lisboa,11,Lisboa,PT170,AML,http://www.museudascriancas.eu/,aaha@museucriancas.com.pt,#ERROR!,060013|060453|060454|060456|060457|060458|060459
MS0055,Museu Nacional da Música,38.749860,-9.179778,1,0,0,0,1,2023-08-25,"Rua João de Freitas Branco
Estação de Metro Alto dos Moinhos
",,39,São Domingos de Benfica,06,Lisboa,11,Lisboa,PT170,AML,www.museudamusica.pt,geral@mnmusica.dgpc.pt,#ERROR!,
MS0056,Museu Cosme Damião,38.751398,-9.184038,1,0,0,0,1,2023-08-25,Avenida General Norton de Matos,,39,São Domingos de Benfica,06,Lisboa,11,Lisboa,PT170,AML,http://museubenfica.slbenfica.pt/,museu@slbenfica.pt,#ERROR!,
MS0057,Museu de Lisboa - Palácio Pimenta,38.758471,-9.156436,1,0,0,0,1,2023-08-25,"Campo Grande, 245
",,54,Alvalade,06,Lisboa,11,Lisboa,PT170,AML,www.museudelisboa.pt,info@museudelisboa.pt,#ERROR!,060156|060171|060259|060286|060287|060304|060310|060312|060314|060316|060337|060339|060341|060369|061200
MS0058,Museu de Lisboa - Palácio Pimenta,38.758480,-9.156425,1,0,0,0,1,2023-08-25,"Campo Grande, 245
",,54,Alvalade,06,Lisboa,11,Lisboa,PT170,AML,www.museudelisboa.pt,info@museudelisboa.pt,#ERROR!,060156|060171|060259|060286|060287|060304|060310|060312|060314|060316|060337|060339|060341|060369|061200
MS0059,Coleção Museológica de Rádio e de Televisão,38.758852,-9.118016,1,0,0,0,1,2023-08-25,"Rua Conselheiro Emídio Navarro, Edifício RTP

",,21,Marvila,06,Lisboa,11,Lisboa,PT170,AML,ww1.rtp.pt/icmblogs/rtp/novidades/?k=RTP-%96-Coleccao-Visitavel-Museologica-de-Radio-e-de-Televisao.rtp&post=15693,museu.virtual@rtp.pt,#ERROR!,
MS0060,Museu Bordalo Pinheiro,38.758843,-9.154171,1,0,0,0,1,2023-08-25,"Campo Grande, 382 
",,54,Alvalade,06,Lisboa,11,Lisboa,PT170,AML,http://www.museubordalopinheiro.pt,info@museubordalopinheiro.pt,#ERROR!,060287|061200
MS0061,Pavilhão do Conhecimento - Centro Ciência Viva,38.762284,-9.095370,1,0,0,0,1,2023-08-25,"Largo José Mariano Gago - Parque das Nações
",,62,Parque das Nações,06,Lisboa,11,Lisboa,PT170,AML,www.pavconhecimento.pt,info@pavconhecimento.pt,#ERROR!,
MS0062,Museu Nacional do Teatro e da Dança,38.774684,-9.167149,1,0,0,0,1,2023-08-25,"Estrada do Lumiar, 10 
",,18,Lumiar,06,Lisboa,11,Lisboa,PT170,AML,http://www.museudoteatroedanca.gov.pt,geral@mnteatroedanca.dgpc.pt,#ERROR!,
MS0063,Museu Nacional do Traje,38.774880,-9.165208,1,0,0,0,1,2023-08-25,"Largo Júlio de Castilho
",,18,Lumiar,06,Lisboa,11,Lisboa,PT170,AML,http://museudotraje.pt/,mntraje@mntraje.dgpc.pt,#ERROR!,
MS0064,Museu Nacional do Teatro e da Dança,38.779091,-9.166410,1,0,0,0,1,2023-08-25,,,18,Lumiar,06,Lisboa,11,Lisboa,PT170,AML,,,,060161|060165|060166|060227|060347|060351
MS0065,Museu Sporting,38.765654,-9.164025,1,0,0,0,1,2023-08-25,,,18,Lumiar,06,Lisboa,11,Lisboa,PT170,AML,,,,
MS0066,Museu de Lisboa,38.763412,-9.157085,1,0,0,0,1,2023-08-25,,,18,Lumiar,06,Lisboa,11,Lisboa,PT170,AML,,,,060157|060343
MS0067,Pavilhão do Conhecimento - Ciência Viva,38.767721,-9.096681,1,0,0,0,1,2023-08-25,,,62,Parque das Nações,06,Lisboa,11,Lisboa,PT170,AML,,,,060001|060002|060009|060011|060207|060253|060321|060322|060323|060325|060327|060361
MS0068,Museu Condes de Castro Guimarães,38.699611,-9.425622,1,0,0,0,1,2023-08-25,,,08,União das freguesias de Cascais e Estoril,05,Cascais,11,Lisboa,PT170,AML,,,,050251|050317
MS0069,Casa-Museu de Leal da Câmara,38.801872,-9.327389,1,0,0,0,1,2023-08-25,,,02,Algueirão-Mem Martins,11,Sintra,11,Lisboa,PT170,AML,,,,170249|170250|170251|170252|170253|170254|170255|170256|170517|170518
MS0070,Museu do Ar (Pêro Pinheiro),38.852168,-9.339006,1,0,0,0,1,2023-08-25,,,27,União das freguesias de São João das Lampas e Terrugem,11,Sintra,11,Lisboa,PT170,AML,,,,
MS0071,Casa Bocage | Arquivo Municipal Fotográfico Américo Ribeiro. ...,38.523876,-8.885164,0,0,0,1,1,2023-08-25,,,05,Setúbal (São Sebastião),12,Setúbal,15,Setúbal,PT170,AML,,,,160063|160064|160131|160133|160163|160745|160746
MS0072,"Casa das Imagens Lauro António – Biblioteca, Mediateca e Arquivo. ...",38.523695,-8.889643,0,0,0,1,1,2023-08-25,,,10,"União das freguesias de Setúbal (São Julião, Nossa Senhora da Anunciada e Santa Maria da Graça)",12,Setúbal,15,Setúbal,PT170,AML,,,,160101|160103|160127|160129|160131|160133|160135|160137|160139|160163|160349|160815|160883|160961
MS0073,Casa do Corpo Santo/Museu do Barroco. ...,38.524829,-8.888025,0,0,0,1,1,2023-08-25,,,10,"União das freguesias de Setúbal (São Julião, Nossa Senhora da Anunciada e Santa Maria da Graça)",12,Setúbal,15,Setúbal,PT170,AML,,,,160103|160127|160129|160133|160139|160163|160349|160883
MS0074,Casa-Memória Joana Luísa e Sebastião da Gama. ...,38.516906,-9.018201,0,0,0,1,1,2023-08-25,,,09,União das freguesias de Azeitão (São Lourenço e São Simão),12,Setúbal,15,Setúbal,PT170,AML,,,,160749|160750|160751|160752|160789|160977|160993
MS0075,Forte de Albarquel. ...,38.511131,-8.913373,0,0,0,1,1,2023-08-25,,,10,"União das freguesias de Setúbal (São Julião, Nossa Senhora da Anunciada e Santa Maria da Graça)",12,Setúbal,15,Setúbal,PT170,AML,,,,160341|160342|160809
MS0076,Galeria Municipal do 11. ...,38.522985,-8.888211,0,0,0,1,1,2023-08-25,,,10,"União das freguesias de Setúbal (São Julião, Nossa Senhora da Anunciada e Santa Maria da Graça)",12,Setúbal,15,Setúbal,PT170,AML,,,,160103|160127|160129|160131|160133|160163|160745|160746|160815
MS0077,Galeria Municipal do Banco de Portugal.,38.522776,-8.892308,0,0,0,1,1,2023-08-25,,,10,"União das freguesias de Setúbal (São Julião, Nossa Senhora da Anunciada e Santa Maria da Graça)",12,Setúbal,15,Setúbal,PT170,AML,,,,160101|160103|160127|160129|160135|160161|160815
MS0078,Casa-Museu José Maria da Fonseca,38.530069,-9.016710,0,0,0,1,1,2023-08-25,,,09,União das freguesias de Azeitão (São Lourenço e São Simão),12,Setúbal,15,Setúbal,PT170,AML,,,,
MS0079,Forte de Santa Maria da Arrábida,38.481652,-8.981818,0,0,0,1,1,2023-08-25,,,09,União das freguesias de Azeitão (São Lourenço e São Simão),12,Setúbal,15,Setúbal,PT170,AML,,,,
MS0080,Praceta Francisco Finura,38.527011,-8.900464,0,0,0,1,1,2023-08-25,,,10,"União das freguesias de Setúbal (São Julião, Nossa Senhora da Anunciada e Santa Maria da Graça)",12,Setúbal,15,Setúbal,PT170,AML,,,,160255|160256|160257|160269|160433|160434|160435|160436
MS0081,"Futura - Casa Museu Luísa Todi, Cantora Lírica.",38.525216,-8.900030,0,0,0,1,1,2023-08-25,,,10,"União das freguesias de Setúbal (São Julião, Nossa Senhora da Anunciada e Santa Maria da Graça)",12,Setúbal,15,Setúbal,PT170,AML,,,,160159|160199|160255|160256|160257|160269|160351|160433|160434|160435|160436|160457|160458|160507|160508
MS0082,Casa Dos Pescadores,38.522644,-8.896728,0,0,0,1,1,2023-08-25,,,10,"União das freguesias de Setúbal (São Julião, Nossa Senhora da Anunciada e Santa Maria da Graça)",12,Setúbal,15,Setúbal,PT170,AML,,,,160101|160135|160159|160161|160199|160225|160351|160407|160813
MS0083,Museu de Setúbal / Convento de Jesus,38.526177,-8.895165,0,0,0,1,1,2023-08-25,,,10,"União das freguesias de Setúbal (São Julião, Nossa Senhora da Anunciada e Santa Maria da Graça)",12,Setúbal,15,Setúbal,PT170,AML,,,,160099|160105|160157|160158|160251|160273|160507|160508|160521|160522|160531
MS0084,Museu Escola Conde Ferreira,38.524054,-8.894632,0,0,0,1,1,2023-08-25,,,10,"União das freguesias de Setúbal (São Julião, Nossa Senhora da Anunciada e Santa Maria da Graça)",12,Setúbal,15,Setúbal,PT170,AML,,,,160099|160101|160105|160135|160137|160157|160158|160159|160161|160199|160225|160507|160508|160531
MS0085,Casa D'Avenida,38.523810,-8.892407,0,0,0,1,1,2023-08-25,,,10,"União das freguesias de Setúbal (São Julião, Nossa Senhora da Anunciada e Santa Maria da Graça)",12,Setúbal,15,Setúbal,PT170,AML,,,,160101|160103|160105|160127|160135|160137|160157|160158|160161|160225|160531|160961
MS0086,Galeria Municipal,38.523079,-8.892340,0,0,0,1,1,2023-08-25,,,10,"União das freguesias de Setúbal (São Julião, Nossa Senhora da Anunciada e Santa Maria da Graça)",12,Setúbal,15,Setúbal,PT170,AML,,,,160101|160103|160105|160127|160129|160135|160157|160158|160161|160225|160531
MS0087,Porto de Setúbal Cais 3,38.521670,-8.888737,0,0,0,1,1,2023-08-25,,,10,"União das freguesias de Setúbal (São Julião, Nossa Senhora da Anunciada e Santa Maria da Graça)",12,Setúbal,15,Setúbal,PT170,AML,,,,160103|160127|160129|160131|160133|160163|160815
MS0088,Museu de Arqueologia e Etnografia do Distrito de Setúbal (MAEDS),38.523514,-8.889048,0,0,0,1,1,2023-08-25,,,10,"União das freguesias de Setúbal (São Julião, Nossa Senhora da Anunciada e Santa Maria da Graça)",12,Setúbal,15,Setúbal,PT170,AML,,,,160103|160127|160129|160131|160133|160135|160139|160163|160349|160815|160883
MS0089,Galeria Municipal do 11,38.523149,-8.888114,0,0,0,1,1,2023-08-25,,,10,"União das freguesias de Setúbal (São Julião, Nossa Senhora da Anunciada e Santa Maria da Graça)",12,Setúbal,15,Setúbal,PT170,AML,,,,160103|160127|160129|160131|160133|160163|160745|160746|160815
MS0090,Casa do Corpo Santo,38.524994,-8.888002,0,0,0,1,1,2023-08-25,,,10,"União das freguesias de Setúbal (São Julião, Nossa Senhora da Anunciada e Santa Maria da Graça)",12,Setúbal,15,Setúbal,PT170,AML,,,,160063|160064|160103|160127|160129|160133|160137|160139|160163|160349|160409|160411|160883|160961
MS0091,Museu do Trabalho Michel Giacometti,38.523392,-8.886556,0,0,0,1,1,2023-08-25,,,10,"União das freguesias de Setúbal (São Julião, Nossa Senhora da Anunciada e Santa Maria da Graça)",12,Setúbal,15,Setúbal,PT170,AML,,,,160063|160064|160103|160127|160129|160131|160133|160163|160746
MS0092,Casa Bocage e Arquivo Fotográfico Américo Ribeiro,38.523967,-8.885333,0,0,0,1,1,2023-08-25,,,05,Setúbal (São Sebastião),12,Setúbal,15,Setúbal,PT170,AML,,,,160063|160064|160131|160133|160163|160745|160746
MS0093,Preservar Memória M. C. Zorro,38.524071,-8.878169,0,0,0,1,0,2023-08-25,,,05,Setúbal (São Sebastião),12,Setúbal,15,Setúbal,PT170,AML,,,,160059|160060|160061|160062|160211|160469|160470|160471|160472|160473|160474
MS0094,Dar sabri clubiste,38.539599,-8.894485,0,0,0,1,0,2023-08-25,,,10,"União das freguesias de Setúbal (São Julião, Nossa Senhora da Anunciada e Santa Maria da Graça)",12,Setúbal,15,Setúbal,PT170,AML,,,,160077|160078|160079|160080|160081|160082|160083|160084|160085|160467|160967|160968
MS0095,Quinta das Galrôas,38.541995,-8.885930,0,0,0,1,0,2023-08-25,,,10,"União das freguesias de Setúbal (São Julião, Nossa Senhora da Anunciada e Santa Maria da Graça)",12,Setúbal,15,Setúbal,PT170,AML,,,,160421|160423|160425|160426|160455|160456|160525|161001|161002|161003|161004|161005|161006
MS0096,Moinho de Maré da Mourisca,38.538876,-8.802799,0,0,0,1,1,2023-08-25,,,07,Gâmbia-Pontes-Alto da Guerra,12,Setúbal,15,Setúbal,PT170,AML,,,,
MS0097,Pavilhão das Galeotas,38.697169,-9.209331,1,0,0,0,,,,,58,Belém,06,Lisboa,11,Lisboa,PT170,AML,,,,
MS0098,Museu de Arte Moderna,38.803282,-9.381937,1,0,0,0,,,,,28,"União das freguesias de Sintra (Santa Maria e São Miguel, São Martinho e São Pedro de Penaferrim)",11,Sintra,11,Lisboa,PT170,AML,,,,171311|171313|171314|171381|171382|171383|171384|171917
MS0099,Reservatório da Mãe d'Água das Amoreiras,38.721257,-9.155676,1,0,0,0,,,,,66,Santo António,06,Lisboa,11,Lisboa,PT170,AML,,,,
