operator_id,line_id,stop_id,date,validations
41,1703,060057,2024-01-04,447
44,4203,100140,2024-01-04,445
41,1720,170599,2024-01-04,445
42,2215,111026,2024-01-04,439
42,2769,070300,2024-01-04,436
44,4725,161001,2024-01-04,434
41,1518,030407,2024-01-04,434
41,1707,060440,2024-01-04,434
41,1251,172628,2024-01-04,427
43,3111,140555,2024-01-04,425
41,1721,170921,2024-01-04,419
43,3022,027998,2024-01-04,417
42,2776,060341,2024-01-04,406
41,1209,172621,2024-01-04,406
43,3721,060453,2024-01-04,405
42,2794,180557,2024-01-04,405
41,1720,060131,2024-01-04,404
41,1622,170457,2024-01-04,394
43,3710,020705,2024-01-04,392
43,3717,060454,2024-01-04,389
41,1229,172479,2024-01-04,386
42,2223,110605,2024-01-04,384
42,2801,080007,2024-01-04,383
41,1120,120769,2024-01-04,383
44,4600,100013,2024-01-04,379
41,1251,172601,2024-01-04,378
42,2706,071341,2024-01-04,373
43,3508,020682,2024-01-04,372
42,2736,070513,2024-01-04,371
41,1625,172493,2024-01-04,370
41,1721,170907,2024-01-04,369
41,1710,030870,2024-01-04,361
44,4437,162003,2024-01-04,359
42,2824,110838,2024-01-04,355
43,3017,020073,2024-01-04,354
41,1717,170921,2024-01-04,354
43,3022,020639,2024-01-04,353
42,2754,060341,2024-01-04,352
42,2792,060361,2024-01-04,350
42,2824,110606,2024-01-04,347
42,2736,060259,2024-01-04,342
41,1101,120081,2024-01-04,342
42,2769,110553,2024-01-04,342
41,1251,170048,2024-01-04,340
41,1721,172499,2024-01-04,339
41,1715,170929,2024-01-04,337
43,3003,020088,2024-01-04,335
43,3508,140131,2024-01-04,335
43,3703,020071,2024-01-04,332
41,1220,172532,2024-01-04,331
41,1706,060015,2024-01-04,330
41,1716,170577,2024-01-04,330
43,3025,020073,2024-01-04,328
43,3103,140089,2024-01-04,326
42,2331,180765,2024-01-04,325
41,1716,060123,2024-01-04,324
44,4704,060002,2024-01-04,322
41,1204,170168,2024-01-04,321
41,1715,060103,2024-01-04,319
42,2791,061206,2024-01-04,318
43,3013,020682,2024-01-04,316
41,1706,030409,2024-01-04,316
42,2814,060357,2024-01-04,313
42,2795,060259,2024-01-04,313
41,1514,030847,2024-01-04,312
42,2730,060219,2024-01-04,310
42,2216,111025,2024-01-04,307
42,2812,110169,2024-01-04,306
41,1502,030477,2024-01-04,305
43,3512,140131,2024-01-04,304
41,1226,170851,2024-01-04,304
43,3023,020088,2024-01-04,300
44,4703,100013,2024-01-04,299
41,1601,030848,2024-01-04,298
42,2790,182258,2024-01-04,297
41,1252,172533,2024-01-04,296
42,2769,070298,2024-01-04,296
43,3024,020073,2024-01-04,296
44,4512,010136,2024-01-04,295
41,1633,170391,2024-01-04,292
41,1251,170821,2024-01-04,292
43,3101,140165,2024-01-04,292
42,2303,180213,2024-01-04,291
42,2725,070470,2024-01-04,290
42,2212,111025,2024-01-04,289
44,4411,160044,2024-01-04,288
41,1714,060101,2024-01-04,288
42,2224,110097,2024-01-04,287
43,3710,060019,2024-01-04,287
41,1721,030319,2024-01-04,286
43,3521,140213,2024-01-04,285
41,1733,060149,2024-01-04,285
41,1601,030319,2024-01-04,283
42,2740,080007,2024-01-04,282
41,1212,170577,2024-01-04,282
42,2217,110393,2024-01-04,281
41,1714,030477,2024-01-04,281
41,1715,172476,2024-01-04,280
41,1226,172536,2024-01-04,280
41,1717,172499,2024-01-04,278
43,3114,149990,2024-01-04,276
41,1710,030871,2024-01-04,275
41,1249,170307,2024-01-04,274
41,1726,060143,2024-01-04,273
41,1523,121270,2024-01-04,273
43,3516,140089,2024-01-04,273
43,3119,140139,2024-01-04,272
43,3717,060019,2024-01-04,272
42,2796,060316,2024-01-04,270
42,2812,060155,2024-01-04,269
41,1120,120625,2024-01-04,269
41,1209,170455,2024-01-04,268
42,2824,110835,2024-01-04,268
41,1513,170599,2024-01-04,268
42,2209,110293,2024-01-04,268
41,1706,030737,2024-01-04,268
42,2772,110553,2024-01-04,267
42,2207,110294,2024-01-04,266
42,2772,070300,2024-01-04,265
41,1703,030852,2024-01-04,265
42,2769,070563,2024-01-04,264
44,4710,130803,2024-01-04,264
41,1215,172532,2024-01-04,259
42,2218,110409,2024-01-04,259
41,1514,030119,2024-01-04,259
43,3701,021013,2024-01-04,258
43,3626,140857,2024-01-04,256
42,2708,071329,2024-01-04,255
41,1223,170491,2024-01-04,255
43,3011,020639,2024-01-04,255
42,2031,070665,2024-01-04,255
44,4600,040006,2024-01-04,255
41,1718,170598,2024-01-04,254
41,1601,172199,2024-01-04,254
42,2764,060308,2024-01-04,254
44,4512,100013,2024-01-04,253
42,2772,070323,2024-01-04,253
41,1616,120605,2024-01-04,252
41,1245,170307,2024-01-04,252
41,1601,172499,2024-01-04,251
43,3710,061212,2024-01-04,251
43,3512,140765,2024-01-04,250
42,2769,070313,2024-01-04,249
42,2203,110097,2024-01-04,249
41,1601,120729,2024-01-04,247
41,1518,172105,2024-01-04,245
42,2515,111026,2024-01-04,244
41,1005,030851,2024-01-04,244
41,1230,172480,2024-01-04,243
43,3007,020255,2024-01-04,242
41,1707,030157,2024-01-04,242
41,1720,030880,2024-01-04,242
44,4426,160266,2024-01-04,242
42,2803,080207,2024-01-04,242
44,4600,010136,2024-01-04,242
42,2730,070740,2024-01-04,241
42,2764,071341,2024-01-04,241
43,3703,060019,2024-01-04,240
41,1715,060107,2024-01-04,240
41,1211,172498,2024-01-04,239
42,2772,070365,2024-01-04,239
41,1709,110045,2024-01-04,238
43,3012,020276,2024-01-04,238
41,1518,172185,2024-01-04,237
43,3022,020489,2024-01-04,237
41,1717,030731,2024-01-04,236
41,1709,060069,2024-01-04,235
42,2790,071277,2024-01-04,234
42,2522,110673,2024-01-04,234
42,2713,071364,2024-01-04,234
42,2824,110836,2024-01-04,233
41,1624,050205,2024-01-04,233
43,3007,027998,2024-01-04,233
42,2328,180079,2024-01-04,233
41,1706,030373,2024-01-04,231
42,2206,110205,2024-01-04,230
41,1715,170462,2024-01-04,230
41,1223,170049,2024-01-04,230
42,2030,070613,2024-01-04,228
42,2772,070328,2024-01-04,228
41,1717,030843,2024-01-04,227
43,3013,020859,2024-01-04,226
41,1707,030849,2024-01-04,226
42,2790,070675,2024-01-04,226
42,2722,061206,2024-01-04,225
41,1709,172173,2024-01-04,225
42,2730,071247,2024-01-04,225
41,1625,170095,2024-01-04,224
41,1612,172486,2024-01-04,224
42,2729,060223,2024-01-04,224
42,2713,060243,2024-01-04,224
42,2728,060223,2024-01-04,223
44,4422,160419,2024-01-04,223
41,1709,172467,2024-01-04,222
41,1601,172197,2024-01-04,221
44,4725,060409,2024-01-04,221
41,1624,172482,2024-01-04,220
43,3009,020276,2024-01-04,220
43,3101,140145,2024-01-04,219
42,2812,111023,2024-01-04,219
42,2736,071363,2024-01-04,219
42,2790,180610,2024-01-04,219
43,3113,140053,2024-01-04,219
41,1703,030737,2024-01-04,218
41,1236,172621,2024-01-04,217
41,1236,170047,2024-01-04,217
41,1523,170491,2024-01-04,217
41,1623,172534,2024-01-04,216
42,2824,110045,2024-01-04,216
42,2740,080207,2024-01-04,215
44,4421,160419,2024-01-04,214
41,1709,030803,2024-01-04,214
41,1709,110024,2024-01-04,212
42,2212,110135,2024-01-04,212
41,1524,170709,2024-01-04,212
41,1240,170391,2024-01-04,211
43,3536,021009,2024-01-04,211
42,2601,110136,2024-01-04,211
42,2730,071204,2024-01-04,210
41,1510,030861,2024-01-04,210
42,2804,080272,2024-01-04,210
42,2703,060159,2024-01-04,210
44,4562,160747,2024-01-04,210
42,2727,060207,2024-01-04,208
42,2725,070513,2024-01-04,208
43,3508,140129,2024-01-04,207
42,2708,070121,2024-01-04,207
41,1248,172483,2024-01-04,206
41,1213,172487,2024-01-04,206
43,3022,027999,2024-01-04,206
42,2790,180500,2024-01-04,206
41,1228,172479,2024-01-04,206
41,1206,172485,2024-01-04,204
43,3512,020973,2024-01-04,204
41,1608,121235,2024-01-04,203
43,3525,140089,2024-01-04,203
44,4701,090060,2024-01-04,203
43,3003,020113,2024-01-04,202
41,1218,172489,2024-01-04,202
43,3508,140733,2024-01-04,199
41,1625,050424,2024-01-04,198
41,1221,172487,2024-01-04,198
43,3103,140131,2024-01-04,197
43,3507,020276,2024-01-04,197
42,2790,180730,2024-01-04,197
42,2711,060219,2024-01-04,195
41,1709,030801,2024-01-04,195
41,1222,170491,2024-01-04,195
43,3040,020403,2024-01-04,195
42,2331,180241,2024-01-04,194
41,1720,030611,2024-01-04,194
42,2772,070321,2024-01-04,194
42,2730,071238,2024-01-04,193
44,4402,162003,2024-01-04,192
42,2831,110697,2024-01-04,191
42,2812,110401,2024-01-04,191
42,2605,172600,2024-01-04,191
41,1522,172491,2024-01-04,191
41,1003,030154,2024-01-04,191
43,3113,140081,2024-01-04,190
41,1716,060037,2024-01-04,190
43,3007,020260,2024-01-04,189
43,3508,140053,2024-01-04,189
41,1205,170271,2024-01-04,189
41,1502,120263,2024-01-04,189
42,2769,060157,2024-01-04,189
42,2764,070035,2024-01-04,188
44,4632,140027,2024-01-04,187
42,2790,060307,2024-01-04,187
44,4702,010083,2024-01-04,186
43,3013,020069,2024-01-04,186
42,2713,071362,2024-01-04,186
42,2732,070575,2024-01-04,186
41,1615,172492,2024-01-04,185
43,3001,020037,2024-01-04,185
42,2824,110411,2024-01-04,185
43,3715,060035,2024-01-04,184
42,2713,070514,2024-01-04,184
43,3012,020047,2024-01-04,184
43,3013,020681,2024-01-04,184
43,3620,150001,2024-01-04,182
41,1601,170928,2024-01-04,182
42,2202,110293,2024-01-04,182
41,1713,121095,2024-01-04,182
41,1721,030611,2024-01-04,181
43,3105,140435,2024-01-04,181
41,1604,120619,2024-01-04,181
42,2728,070121,2024-01-04,181
42,2303,180133,2024-01-04,181
41,1715,060079,2024-01-04,181
41,1514,030409,2024-01-04,180
41,1003,030167,2024-01-04,180
41,1525,172195,2024-01-04,180
42,2708,070513,2024-01-04,180
43,3513,020959,2024-01-04,180
41,1529,121272,2024-01-04,179
42,2725,060219,2024-01-04,179
42,2728,070740,2024-01-04,179
43,3022,020047,2024-01-04,179
41,1613,170457,2024-01-04,179
42,2794,180582,2024-01-04,179
41,1723,120097,2024-01-04,179
41,1721,170919,2024-01-04,179
42,2769,110619,2024-01-04,179
42,2769,070296,2024-01-04,177
43,3119,140073,2024-01-04,177
42,2730,070121,2024-01-04,176
42,2706,070385,2024-01-04,176
41,1223,170821,2024-01-04,176
44,4441,160399,2024-01-04,176
41,1721,060047,2024-01-04,175
42,2725,070250,2024-01-04,175
43,3715,060037,2024-01-04,175
42,2725,070514,2024-01-04,175
42,2824,110837,2024-01-04,175
41,1614,170821,2024-01-04,175
42,2327,180504,2024-01-04,175
42,2824,110843,2024-01-04,174
42,2215,110093,2024-01-04,174
43,3710,060017,2024-01-04,174
43,3703,020059,2024-01-04,174
44,4707,060002,2024-01-04,174
44,4403,160067,2024-01-04,173
43,3007,020256,2024-01-04,173
41,1223,170653,2024-01-04,173
43,3040,020859,2024-01-04,173
44,4600,090201,2024-01-04,173
42,2030,070636,2024-01-04,173
41,1716,030319,2024-01-04,172
41,1709,171617,2024-01-04,172
42,2331,180359,2024-01-04,172
42,2725,070032,2024-01-04,172
42,2523,111026,2024-01-04,172
41,1011,030409,2024-01-04,171
43,3717,140715,2024-01-04,171
42,2728,070734,2024-01-04,171
43,3710,061217,2024-01-04,171
44,4436,160161,2024-01-04,171
41,1513,172495,2024-01-04,171
42,2730,060223,2024-01-04,171
43,3721,150051,2024-01-04,171
42,2713,071295,2024-01-04,171
43,3508,140081,2024-01-04,170
44,4602,090229,2024-01-04,170
41,1720,030595,2024-01-04,170
43,3013,020115,2024-01-04,170
42,2601,110135,2024-01-04,170
41,1723,060037,2024-01-04,170
42,2764,070250,2024-01-04,169
41,1708,030409,2024-01-04,169
42,2333,180787,2024-01-04,169
43,3012,020403,2024-01-04,168
42,2219,110395,2024-01-04,168
41,1518,172499,2024-01-04,168
43,3103,140267,2024-01-04,168
42,2821,060355,2024-01-04,167
42,2736,071361,2024-01-04,167
42,2772,070329,2024-01-04,167
43,3113,140077,2024-01-04,167
42,2632,110409,2024-01-04,167
43,3022,020255,2024-01-04,167
43,3717,020681,2024-01-04,166
42,2790,180557,2024-01-04,165
42,2794,071625,2024-01-04,165
42,2717,060303,2024-01-04,165
41,1617,120627,2024-01-04,165
44,4403,160101,2024-01-04,164
43,3506,140089,2024-01-04,164
42,2703,070635,2024-01-04,164
41,1721,172476,2024-01-04,163
44,4600,090198,2024-01-04,163
42,2790,071295,2024-01-04,163
41,1721,030475,2024-01-04,163
43,3011,020071,2024-01-04,162
41,1522,120339,2024-01-04,162
43,3703,061209,2024-01-04,162
41,1717,060047,2024-01-04,162
42,2736,070517,2024-01-04,162
41,1226,170901,2024-01-04,162
43,3111,140074,2024-01-04,161
43,3101,140160,2024-01-04,161
43,3512,140763,2024-01-04,161
42,2769,110785,2024-01-04,161
44,4512,130228,2024-01-04,161
44,4437,160044,2024-01-04,161
44,4602,090225,2024-01-04,161
42,2774,060306,2024-01-04,161
42,2710,060243,2024-01-04,161
41,1232,172628,2024-01-04,160
42,2030,070641,2024-01-04,160
44,4600,090183,2024-01-04,160
42,2736,070886,2024-01-04,160
43,3536,140131,2024-01-04,160
41,1706,060441,2024-01-04,160
43,3101,140161,2024-01-04,159
43,3041,020959,2024-01-04,159
42,2841,060286,2024-01-04,159
42,2711,070636,2024-01-04,159
41,1707,030605,2024-01-04,159
44,4601,040024,2024-01-04,159
42,2708,070514,2024-01-04,158
42,2812,110210,2024-01-04,158
42,2769,110621,2024-01-04,158
43,3508,020957,2024-01-04,158
41,1703,030701,2024-01-04,158
42,2626,170391,2024-01-04,158
44,4562,162008,2024-01-04,158
43,3022,020637,2024-01-04,158
41,1638,121297,2024-01-04,158
44,4422,160464,2024-01-04,157
41,1706,060445,2024-01-04,157
41,1723,060035,2024-01-04,157
42,2706,070872,2024-01-04,157
43,3013,020489,2024-01-04,157
41,1717,060049,2024-01-04,157
42,2729,070121,2024-01-04,156
42,2711,070513,2024-01-04,156
44,4101,090001,2024-01-04,156
41,1604,121270,2024-01-04,156
42,2335,180635,2024-01-04,156
41,1514,030387,2024-01-04,156
41,1707,030135,2024-01-04,156
42,2708,070517,2024-01-04,155
43,3025,021018,2024-01-04,155
41,1716,060035,2024-01-04,155
43,3009,020275,2024-01-04,155
44,4710,130228,2024-01-04,155
41,1711,110045,2024-01-04,154
42,2795,070675,2024-01-04,154
41,1715,030785,2024-01-04,153
42,2728,060219,2024-01-04,153
42,2711,070514,2024-01-04,153
42,2706,070379,2024-01-04,153
41,1236,170455,2024-01-04,153
43,3001,020009,2024-01-04,153
43,3716,060019,2024-01-04,153
43,3119,149990,2024-01-04,153
42,2740,080272,2024-01-04,152
41,1721,170929,2024-01-04,152
43,3112,140074,2024-01-04,152
41,1709,172129,2024-01-04,152
42,2703,071308,2024-01-04,151
43,3523,140213,2024-01-04,151
41,1719,060127,2024-01-04,151
44,4612,130804,2024-01-04,151
41,1502,120173,2024-01-04,151
43,3040,020682,2024-01-04,151
41,1710,110059,2024-01-04,151
42,2730,071234,2024-01-04,150
44,4426,160237,2024-01-04,150
42,2720,060306,2024-01-04,150
43,3620,150047,2024-01-04,150
43,3512,020492,2024-01-04,150
43,3620,150490,2024-01-04,150
42,2708,070105,2024-01-04,150
43,3508,020681,2024-01-04,150
42,2722,070513,2024-01-04,150
41,1716,170927,2024-01-04,150
42,2725,070485,2024-01-04,150
41,1714,030479,2024-01-04,150
41,1715,172478,2024-01-04,150
42,2713,060157,2024-01-04,149
42,2794,180584,2024-01-04,149
41,1604,050418,2024-01-04,149
43,3103,140348,2024-01-04,149
43,3702,020071,2024-01-04,149
42,2731,070695,2024-01-04,149
43,3512,140165,2024-01-04,148
43,3620,150492,2024-01-04,148
42,2711,070585,2024-01-04,147
41,1106,120325,2024-01-04,147
43,3112,140322,2024-01-04,147
41,1004,030842,2024-01-04,147
42,2730,070513,2024-01-04,147
42,2794,060219,2024-01-04,147
42,2790,070676,2024-01-04,147
41,1714,030785,2024-01-04,147
42,2524,070369,2024-01-04,146
43,3703,061217,2024-01-04,146
42,2711,070698,2024-01-04,146
41,1706,030852,2024-01-04,146
43,3710,020003,2024-01-04,146
42,2031,070698,2024-01-04,146
43,3508,140111,2024-01-04,145
41,1518,030843,2024-01-04,145
42,2515,110579,2024-01-04,145
41,1724,120151,2024-01-04,145
42,2802,060314,2024-01-04,145
43,3012,020291,2024-01-04,145
42,2725,070517,2024-01-04,145
43,3101,140154,2024-01-04,145
42,2711,070641,2024-01-04,145
41,1233,172532,2024-01-04,144
43,3536,149990,2024-01-04,144
41,1216,170709,2024-01-04,144
44,4600,100153,2024-01-04,144
43,3116,140089,2024-01-04,144
42,2750,070250,2024-01-04,143
41,1717,120385,2024-01-04,143
43,3716,060456,2024-01-04,143
42,2725,070475,2024-01-04,143
42,2764,110553,2024-01-04,143
43,3012,020043,2024-01-04,143
42,2708,070109,2024-01-04,142
42,2801,080860,2024-01-04,142
42,2769,071132,2024-01-04,142
42,2812,110407,2024-01-04,142
44,4438,160031,2024-01-04,142
41,1715,170484,2024-01-04,142
42,2711,060251,2024-01-04,142
43,3508,140112,2024-01-04,141
43,3620,150529,2024-01-04,141
43,3509,020955,2024-01-04,141
41,1124,120883,2024-01-04,141
41,1715,172499,2024-01-04,141
41,1717,172197,2024-01-04,141
43,3605,020682,2024-01-04,141
44,4550,130802,2024-01-04,141
43,3004,020146,2024-01-04,141
43,3703,020069,2024-01-04,141
41,1720,172499,2024-01-04,141
44,4701,090207,2024-01-04,140
41,1509,030842,2024-01-04,140
43,3007,027999,2024-01-04,140
41,1103,120263,2024-01-04,140
41,1720,172125,2024-01-04,139
42,2710,070109,2024-01-04,139
43,3022,020291,2024-01-04,139
43,3024,020639,2024-01-04,139
42,2328,180068,2024-01-04,139
42,2303,180107,2024-01-04,139
42,2037,070917,2024-01-04,139
42,2225,110393,2024-01-04,139
43,3508,140103,2024-01-04,139
43,3220,150453,2024-01-04,138
44,4710,130210,2024-01-04,138
42,2601,070035,2024-01-04,138
41,1601,030613,2024-01-04,138
41,1638,050047,2024-01-04,138
42,2333,180765,2024-01-04,137
41,1205,170155,2024-01-04,137
42,2708,071343,2024-01-04,137
41,1726,060035,2024-01-04,137
42,2706,070840,2024-01-04,137
42,2722,061209,2024-01-04,137
42,2730,070759,2024-01-04,136
42,2328,180055,2024-01-04,136
41,1631,170073,2024-01-04,136
42,2722,070740,2024-01-04,136
41,1724,060037,2024-01-04,136
42,2769,070332,2024-01-04,136
41,1721,170853,2024-01-04,136
41,1712,030111,2024-01-04,136
42,2605,070035,2024-01-04,135
41,1715,060098,2024-01-04,135
44,4600,090191,2024-01-04,135
42,2794,180668,2024-01-04,134
43,3605,140139,2024-01-04,134
41,1625,170075,2024-01-04,134
42,2795,071295,2024-01-04,134
41,1715,170001,2024-01-04,134
43,3705,060019,2024-01-04,134
41,1720,030327,2024-01-04,134
41,1245,171633,2024-01-04,133
42,2610,030273,2024-01-04,133
43,3703,020003,2024-01-04,133
41,1219,170476,2024-01-04,133
42,2711,070625,2024-01-04,133
42,2219,110542,2024-01-04,133
43,3040,020681,2024-01-04,133
42,2703,071302,2024-01-04,133
42,2781,110045,2024-01-04,133
41,1627,170073,2024-01-04,133
41,1249,171314,2024-01-04,132
43,3601,140537,2024-01-04,132
42,2794,071202,2024-01-04,132
43,3108,140129,2024-01-04,132
42,2730,072401,2024-01-04,132
42,2703,070903,2024-01-04,132
41,1712,121095,2024-01-04,132
41,1724,120060,2024-01-04,132
42,2764,070538,2024-01-04,132
42,2728,070513,2024-01-04,132
43,3717,020071,2024-01-04,131
44,4710,130349,2024-01-04,131
42,2713,070625,2024-01-04,131
41,1502,030479,2024-01-04,131
43,3012,020275,2024-01-04,131
43,3011,020429,2024-01-04,131
42,2730,070514,2024-01-04,131
42,2729,070783,2024-01-04,131
43,3009,020255,2024-01-04,131
42,2212,110083,2024-01-04,131
42,2718,060316,2024-01-04,131
41,1714,060079,2024-01-04,130
41,1721,060043,2024-01-04,130
41,1622,170491,2024-01-04,130
42,2532,182257,2024-01-04,130
43,3702,060019,2024-01-04,130
42,2306,182255,2024-01-04,129
41,1604,050047,2024-01-04,129
42,2802,080207,2024-01-04,129
42,2769,070303,2024-01-04,129
43,3717,140714,2024-01-04,129
41,1707,060049,2024-01-04,129
41,1715,170637,2024-01-04,129
41,1217,172488,2024-01-04,129
41,1716,170956,2024-01-04,129
42,2030,070623,2024-01-04,129
42,2333,180293,2024-01-04,129
43,3701,121309,2024-01-04,128
42,2328,180499,2024-01-04,128
41,1606,120769,2024-01-04,128
42,2794,180579,2024-01-04,128
41,1715,170476,2024-01-04,128
41,1204,170169,2024-01-04,128
41,1502,120249,2024-01-04,128
42,2303,181002,2024-01-04,128
43,3704,060405,2024-01-04,128
43,3021,020369,2024-01-04,128
42,2303,181004,2024-01-04,128
41,1715,030516,2024-01-04,128
41,1623,050419,2024-01-04,128
42,2713,071276,2024-01-04,127
44,4426,160161,2024-01-04,127
42,2725,070121,2024-01-04,127
42,2533,182258,2024-01-04,127
41,1721,060049,2024-01-04,127
42,2795,070740,2024-01-04,127
41,1716,030785,2024-01-04,127
42,2824,110088,2024-01-04,127
43,3525,140711,2024-01-04,127
42,2804,080207,2024-01-04,126
42,2730,071226,2024-01-04,126
42,2037,070922,2024-01-04,126
41,1528,172537,2024-01-04,126
42,2730,071243,2024-01-04,126
42,2708,071345,2024-01-04,126
41,1601,030606,2024-01-04,126
42,2728,070514,2024-01-04,126
41,1721,060041,2024-01-04,125
41,1206,170197,2024-01-04,125
41,1522,120387,2024-01-04,125
43,3705,060458,2024-01-04,125
41,1706,030360,2024-01-04,125
42,2727,070030,2024-01-04,125
43,3103,140129,2024-01-04,125
44,4602,090227,2024-01-04,125
42,2790,180550,2024-01-04,124
41,1525,120587,2024-01-04,124
42,2723,070385,2024-01-04,124
42,2729,070513,2024-01-04,124
43,3508,140110,2024-01-04,124
42,2731,060321,2024-01-04,124
44,4441,160141,2024-01-04,124
42,2730,070715,2024-01-04,124
43,3512,020681,2024-01-04,124
41,1012,030739,2024-01-04,124
41,1703,030357,2024-01-04,124
41,1123,120605,2024-01-04,124
43,3513,020492,2024-01-04,124
41,1711,171551,2024-01-04,123
42,2795,071277,2024-01-04,123
41,1519,170927,2024-01-04,123
44,4562,130801,2024-01-04,123
44,4706,010059,2024-01-04,123
41,1710,110045,2024-01-04,123
41,1005,030101,2024-01-04,123
42,2708,060221,2024-01-04,122
41,1230,170927,2024-01-04,122
41,1714,060103,2024-01-04,122
42,2306,180043,2024-01-04,122
42,2030,070625,2024-01-04,122
42,2711,060221,2024-01-04,121
44,4504,100138,2024-01-04,121
43,3113,140048,2024-01-04,121
42,2708,071327,2024-01-04,121
42,2037,070035,2024-01-04,121
42,2772,071131,2024-01-04,121
44,4604,040026,2024-01-04,121
43,3514,140089,2024-01-04,121
44,4701,090117,2024-01-04,121
41,1631,170095,2024-01-04,121
41,1005,030173,2024-01-04,121
42,2824,110102,2024-01-04,120
44,4501,100157,2024-01-04,120
42,2804,080283,2024-01-04,120
41,1715,170919,2024-01-04,120
43,3508,140051,2024-01-04,120
42,2790,180723,2024-01-04,120
43,3022,020256,2024-01-04,120
42,2769,071131,2024-01-04,119
43,3105,140391,2024-01-04,119
44,4438,160347,2024-01-04,119
41,1236,170901,2024-01-04,119
42,2601,070250,2024-01-04,119
41,1614,121270,2024-01-04,119
41,1711,172125,2024-01-04,119
44,4707,100027,2024-01-04,119
42,2729,070514,2024-01-04,119
44,4512,100153,2024-01-04,119
44,4704,100172,2024-01-04,119
42,2824,110699,2024-01-04,119
42,2772,070322,2024-01-04,118
41,1704,030549,2024-01-04,118
41,1709,110047,2024-01-04,118
42,2764,070037,2024-01-04,118
42,2730,071293,2024-01-04,118
42,2716,070563,2024-01-04,118
43,3620,150551,2024-01-04,118
42,2794,180550,2024-01-04,118
41,1706,030371,2024-01-04,117
42,2714,060171,2024-01-04,117
42,2705,060207,2024-01-04,117
43,3620,150022,2024-01-04,117
43,3507,020429,2024-01-04,117
43,3013,020517,2024-01-04,117
41,1212,170596,2024-01-04,117
42,2795,060287,2024-01-04,117
42,2741,060337,2024-01-04,116
41,1218,170476,2024-01-04,116
41,1205,170197,2024-01-04,116
43,3114,140111,2024-01-04,116
43,3111,140267,2024-01-04,116
42,2626,080207,2024-01-04,116
43,3620,150488,2024-01-04,116
43,3702,060393,2024-01-04,116
42,2722,072401,2024-01-04,116
41,1725,060123,2024-01-04,115
43,3113,140042,2024-01-04,115
43,3041,020681,2024-01-04,115
43,3526,140711,2024-01-04,115
41,1235,170271,2024-01-04,115
42,2207,111023,2024-01-04,115
41,1212,170540,2024-01-04,115
