date,operator_id,line_id,stop_id,validations
20230103,42,2740,080816,3
20230103,41,1716,170926,6
20230103,44,4540,130235,7
20230103,41,1718,170596,129
20230103,43,3716,020584,2
20230103,42,2750,070558,16
20230103,43,3514,020077,19
20230103,43,3041,020967,10
20230103,42,2781,110812,27
20230103,42,2537,180522,29
20230103,41,1211,170541,5
20230103,42,2532,070841,1
20230103,43,3103,140330,15
20230103,41,1105,120387,17
20230103,44,4620,040075,3
20230103,42,2926,180242,2
20230103,41,1724,120065,1
20230103,42,2532,070848,1
20230103,41,1631,170064,11
20230103,41,1101,120051,6
20230103,41,1251,170132,6
20230103,43,3014,020359,7
20230103,42,2722,071443,9
20230103,43,3218,150594,5
20230103,42,2713,070114,2
20230103,44,4905,130480,1
20230103,42,2842,180061,2
20230103,41,1240,171249,2
20230103,44,4415,160225,8
20230103,43,3040,020134,1
20230103,41,1713,120185,5
20230103,43,3721,060017,59
20230103,42,2216,110381,13
20230103,43,3546,140550,5
20230103,41,1508,171586,1
20230103,42,2905,080468,3
20230103,42,2728,070734,129
20230103,41,1627,170081,5
20230103,42,2926,180073,38
20230103,42,2705,070110,8
20230103,44,4428,160459,3
20230103,44,4730,020003,17
20230103,41,1606,120729,13
20230103,41,1728,120103,3
20230103,43,3040,020722,1
20230103,43,3601,140033,1
20230103,42,2317,180465,2
20230103,42,2802,080345,10
20230103,42,2723,070943,7
20230103,42,2032,070743,3
20230103,41,1606,120019,3
20230103,44,4704,010055,2
20230103,41,1605,120015,4
20230103,41,1254,171432,1
20230103,43,3521,140196,1
20230103,41,1514,030603,4
20230103,42,2842,060337,7
20230103,42,2310,180299,1
20230103,41,1209,170421,2
20230103,42,2801,080861,48
20230103,42,2728,071315,4
20230103,44,4561,160792,1
20230103,41,1629,172295,3
20230103,43,3527,140568,1
20230103,41,1729,120313,11
20230103,42,2510,071011,5
20230103,41,1210,170265,2
20230103,43,3547,150544,1
20230103,42,2830,110259,6
20230103,42,2722,070795,3
20230103,44,4610,130683,2
20230103,44,4632,150006,2
20230103,41,1001,030030,2
20230103,42,2821,110088,5
20230103,41,1707,030235,3
20230103,44,4101,090009,3
20230103,41,1247,171737,2
20230103,41,1526,120595,4
20230103,44,4434,160615,3
20230103,43,3546,140417,1
20230103,43,3536,140109,7
20230103,43,3525,020063,7
20230103,42,2310,180342,1
20230103,42,2203,110115,29
20230103,44,4901,160657,11
20230103,43,3527,140690,1
20230103,42,2701,030809,7
20230103,42,2535,180508,11
20230103,41,1622,172241,1
20230103,41,1240,171300,2
20230103,44,4512,130221,4
20230103,42,2708,071321,7
20230103,42,2833,110701,52
20230103,41,1625,170065,3
20230103,42,2780,110675,2
20230103,43,3720,020001,1
20230103,42,2037,070917,8
20230103,41,1725,120635,4
20230103,42,2711,071332,2
20230103,44,4551,160111,2
20230103,42,2726,070043,1
20230103,42,2324,180083,18
20230103,42,2118,080010,5
20230103,44,4642,160552,3
20230103,41,1632,171543,5
20230103,42,2774,071620,1
20230103,42,2309,180260,1
20230103,42,2780,110682,1
20230103,41,1606,120045,1
20230103,42,2715,070307,40
20230103,41,1247,171694,1
20230103,42,2823,110681,4
20230103,44,4604,090033,6
20230103,43,3548,150586,2
20230103,41,1613,050118,1
20230103,42,2512,070537,4
20230103,41,1008,030295,1
20230103,42,2209,110283,4
20230103,43,3208,150114,1
20230103,43,3546,140800,1
20230103,43,3535,140796,1
20230103,44,4417,160051,4
20230103,42,2915,080925,23
20230103,42,2914,080485,1
20230103,43,3635,150070,4
20230103,41,1517,030226,1
20230103,42,2328,180075,3
20230103,42,2331,180769,1
20230103,44,4531,130403,2
20230103,44,4514,100384,3
20230103,43,3528,140570,5
20230103,41,1506,030677,1
20230103,41,1250,171828,4
20230103,43,3702,060389,9
20230103,42,2740,080067,1
20230103,44,4312,130316,8
20230103,41,1101,120115,2
20230103,44,4512,130471,1
20230103,42,2130,080103,38
20230103,43,3605,140102,1
20230103,44,4641,160803,1
20230103,42,2814,110681,3
20230103,44,4205,100123,1
20230103,43,3508,140081,135
20230103,41,1506,030459,2
20230103,42,2814,110687,3
20230103,43,3515,140687,10
20230103,41,1205,170236,6
20230103,42,2730,071203,38
20230103,41,1507,120597,15
20230103,43,3012,020351,7
20230103,41,1255,172017,2
20230103,44,4531,090057,27
20230103,43,3204,150195,2
20230103,43,3014,020290,7
20230103,41,1724,120062,60
20230103,41,1120,120765,16
20230103,41,1003,030126,3
20230103,42,2713,070112,22
20230103,42,2729,071467,6
20230103,43,3512,020691,41
20230103,43,3508,140110,95
20230103,43,3026,020744,4
20230103,42,2769,070311,14
20230103,42,2805,080335,2
20230103,41,1717,030617,39
20230103,42,2708,070120,2
20230103,41,1614,172245,10
20230103,43,3030,020477,2
20230103,42,2331,180764,16
20230103,41,1716,170951,78
20230103,41,1212,172536,834
20230103,41,1707,030853,19
20230103,43,3110,140416,1
20230103,43,3527,140787,6
20230103,43,3110,140407,8
20230103,44,4730,140029,17
20230103,42,2751,110553,58
20230103,42,2538,180523,3
20230103,42,2220,110571,3
20230103,41,1120,120625,242
20230103,41,1715,170757,5
20230103,42,2706,070385,45
20230103,43,3507,020254,16
20230103,41,1617,120627,143
20230103,43,3022,020039,35
20230103,43,3605,020682,85
20230103,41,1622,172239,9
20230103,41,1008,030305,1
20230103,43,3017,020335,12
20230103,42,2729,071499,18
20230103,42,2758,080336,1
20230103,42,2601,070567,20
20230103,41,1633,080035,7
20230103,41,1716,172065,30
20230103,41,1105,120275,2
20230103,41,1223,170491,42
20230103,43,3620,150488,120
20230103,41,1604,050024,8
20230103,41,1509,030227,11
20230103,41,1503,120017,23
20230103,44,4310,130256,22
20230103,41,1245,171663,4
20230103,44,4512,130474,1
20230103,41,1103,120292,18
20230103,41,1633,172377,25
20230103,44,4604,090165,26
20230103,41,1507,030041,1
20230103,44,4203,100137,453
20230103,44,4642,150054,7
20230103,44,4544,160028,3
20230103,42,2725,070373,206
20230103,42,2202,110066,30
20230103,42,2750,110785,23
20230103,42,2729,072401,42
20230103,41,1608,050057,4
20230103,41,1101,120001,25
20230103,44,4504,100134,3
20230103,41,1614,170813,2
20230103,43,3009,020041,27
20230103,42,2601,110448,8
20230103,41,1502,120157,11
20230103,43,3011,020041,18
20230103,42,2207,110177,9
20230103,44,4701,090182,24
20230103,44,4434,160103,3
20230103,42,2803,080123,3
20230103,42,2781,110718,22
20230103,42,2796,180468,4
20230103,44,4406,160072,1
20230103,41,1510,030483,9
20230103,41,1614,170821,125
20230103,41,1638,050447,4
20230103,43,3545,140107,8
20230103,42,2713,071370,13
20230103,42,2729,071497,12
20230103,41,1601,120781,9
20230103,42,2742,060337,23
20230103,43,3103,140089,196
20230103,42,2601,070475,17
20230103,43,3103,140133,4
20230103,43,3504,020345,16
20230103,43,3545,140168,51
20230103,41,1624,050255,2
20230103,41,1107,120276,3
20230103,42,2740,080061,1
20230103,42,2778,071131,6
20230103,44,4632,140027,129
20230103,44,4642,160789,5
20230103,41,1518,172065,22
20230103,41,1717,030299,62
20230103,41,1101,120015,5
20230103,42,2605,172533,77
20230103,43,3022,020401,8
20230103,43,3017,020586,7
20230103,42,2727,070078,2
20230103,42,2812,110025,6
20230103,41,1706,060443,13
20230103,43,3001,020012,3
20230103,41,1624,050271,2
20230103,41,1123,120719,14
20230103,41,1730,120287,1
20230103,41,1230,170539,3
20230103,42,2102,080103,22
20230103,43,3536,140827,10
20230103,42,2532,180534,4
20230103,41,1638,050497,4
20230103,42,2605,170577,10
20230103,42,2764,071153,4
20230103,42,2831,110157,10
20230103,41,1633,080030,7
20230103,41,1731,120286,1
20230103,44,4549,130656,2
20230103,41,1704,030773,3
20230103,43,3716,060017,63
20230103,42,2133,080207,18
20230103,41,1630,172296,1
20230103,42,2601,070477,3
20230103,42,2538,180527,1
20230103,42,2717,070328,57
20230103,42,2317,180446,3
20230103,44,4504,100055,1
20230103,42,2532,180491,23
20230103,43,3716,020583,2
20230103,41,1228,170941,6
20230103,44,4601,100190,8
20230103,41,1731,121092,1
20230103,44,4546,160067,15
20230103,42,2821,110709,12
20230103,41,1608,050063,2
20230103,41,1625,172329,4
20230103,43,3601,040110,1
20230103,41,1622,172229,3
20230103,43,3103,140048,58
20230103,43,3119,140222,10
20230103,41,1514,030371,26
20230103,42,2790,180557,48
20230103,41,1516,171054,1
20230103,44,4603,040009,7
20230103,43,3112,140325,3
20230103,44,4540,130708,21
20230103,41,1638,050486,3
20230103,42,2794,180659,3
20230103,42,2769,071141,8
20230103,41,1601,120535,8
20230103,44,4421,160436,1
20230103,41,1725,120647,2
20230103,43,3110,140537,45
20230103,41,1249,171520,3
20230103,41,1514,030167,6
20230103,41,1236,170491,7
20230103,41,1605,120019,3
20230103,43,3507,020334,1
20230103,41,1716,170601,13
20230103,42,2537,071195,3
20230103,41,1707,030259,2
20230103,41,1722,120062,8
20230103,43,3207,150237,1
20230103,44,4540,160246,1
20230103,44,4730,160553,1
20230103,41,1103,120035,8
20230103,41,1005,030175,27
20230103,41,1715,060117,1
20230103,41,1721,030303,18
20230103,43,3521,140172,1
20230103,41,1245,171519,4
20230103,41,1254,171357,1
20230103,44,4514,100243,1
20230103,42,2830,060061,4
20230103,41,1707,030207,2
20230103,44,4705,100008,1
20230103,41,1223,170054,1
20230103,44,4442,160683,2
20230103,41,1125,120727,1
20230103,42,2030,070662,1
20230103,41,1234,170313,15
20230103,43,3527,020359,2
20230103,43,3514,140707,42
20230103,43,3527,020088,2
20230103,43,3014,020653,1
20230103,43,3220,150449,1
20230103,43,3516,020147,2
20230103,44,4546,160657,6
20230103,41,1638,050499,1
20230103,42,2764,070521,13
20230103,41,1606,120619,6
20230103,41,1638,050501,1
20230103,42,2831,110161,6
20230103,43,3535,140546,1
20230103,42,2207,110173,7
20230103,44,4203,100015,7
20230103,43,3023,020643,4
20230103,42,2796,180508,16
20230103,44,4701,090100,2
20230103,41,1730,120103,4
20230103,43,3601,020361,3
20230103,42,2216,110359,15
20230103,42,2822,110699,1
20230103,41,1254,171461,7
20230103,43,3511,020681,2
20230103,42,2533,180810,2
20230103,44,4562,160773,6
20230103,41,1105,120176,1
20230103,44,4428,160440,2
20230103,43,3547,150025,1
20230103,42,2132,080069,4
20230103,43,3215,150130,4
20230103,41,1101,120071,2
20230103,41,1608,050067,3
20230103,42,2535,180481,1
20230103,42,2730,071313,3
20230103,44,4540,160639,1
20230103,42,2523,110097,30
20230103,41,1529,121107,3
20230103,43,3711,060403,2
20230103,42,2791,070755,4
20230103,41,1613,050152,5
20230103,41,1723,120019,3
20230103,41,1245,171641,21
20230103,42,2740,080196,6
20230103,43,3527,140112,4
20230103,41,1103,120288,1
20230103,44,4562,130654,1
20230103,44,4512,100344,3
20230103,42,2510,110409,1
20230103,43,3208,150108,1
20230103,42,2911,081157,1
20230103,41,1731,170453,12
20230103,44,4544,130323,1
20230103,43,3008,020355,2
20230103,44,4620,090201,4
20230103,43,3605,020684,3
20230103,42,2317,180452,9
20230103,42,2830,060069,2
20230103,43,3120,140326,1
20230103,41,1711,030636,2
20230103,41,1528,120553,2
20230103,41,1236,170440,1
20230103,44,4562,130084,9
20230103,44,4420,160197,1
20230103,41,1105,120279,7
20230103,42,2327,180485,2
20230103,42,2312,180370,1
20230103,44,4522,130145,1
20230103,42,2706,071165,11
20230103,43,3014,020396,2
20230103,42,2740,080116,1
20230103,42,2525,070037,4
20230103,44,4204,100001,8
20230103,43,3523,140189,1
20230103,43,3210,150201,1
20230103,43,3527,140131,7
20230103,42,2216,110388,2
20230103,42,2711,060219,24
20230103,42,2729,071223,10
20230103,41,1717,172065,48
20230103,43,3526,140089,543
20230103,42,2795,071247,39
20230103,41,1713,030741,6
20230103,44,4621,140079,27
20230103,43,3515,020779,13
20230103,44,4600,090012,2
20230103,43,3601,020275,45
20230103,41,1529,121119,11
20230103,42,2824,060357,298
20230103,41,1503,120019,27
20230103,41,1109,120455,2
20230103,41,1212,170601,29
20230103,42,2790,070697,87
20230103,43,3215,150116,6
20230103,42,2781,110699,58
20230103,42,2703,060169,747
20230103,42,2772,060301,564
20230103,41,1226,170893,20
20230103,41,1254,171768,4
20230103,43,3207,150246,5
20230103,43,3601,040069,10
20230103,44,4703,100090,41
20230103,41,1623,050183,9
20230103,43,3721,150056,6
20230103,43,3710,060395,5
20230103,43,3510,020533,1
20230103,44,4604,090055,14
20230103,41,1120,120737,22
20230103,44,4423,160095,39
20230103,43,3704,060407,30
20230103,42,2532,071195,8
20230103,42,2728,070767,6
20230103,42,2324,180079,73
20230103,43,3024,020524,13
20230103,43,3017,020421,41
20230103,41,1726,120033,8
20230103,44,4704,010010,49
20230103,43,3605,150007,9
20230103,41,1717,030731,102
20230103,44,4514,130499,2
20230103,42,2708,070517,77
20230103,42,2814,110045,27
20230103,44,4641,160607,3
20230103,41,1503,120347,5
20230103,42,2819,060069,4
20230103,42,2795,070775,24
20230103,41,1249,171541,4
20230103,42,2605,170601,7
20230103,42,2730,071281,55
20230103,42,2601,111003,4
20230103,44,4730,160788,11
20230103,42,2769,070332,128
20230103,42,2727,070494,4
20230103,43,3022,020255,99
20230103,41,1711,172125,64
20230103,44,4707,100039,37
20230103,41,1713,030522,3
20230103,42,2805,080198,5
20230103,43,3703,020064,2
20230103,42,2736,071411,10
20230103,41,1716,030539,6
20230103,42,2630,110759,84
20230103,41,1248,171715,4
20230103,42,2831,172596,7
20230103,41,1625,172332,2
20230103,41,1120,120767,2
20230103,42,2713,070885,33
20230103,41,1213,170612,2
20230103,42,2797,180506,33
20230103,44,4612,130137,2
20230103,41,1721,030613,22
20230103,43,3514,020496,6
20230103,42,2106,080335,3
20230103,41,1625,170138,10
20230103,42,2207,110059,4
20230103,42,2750,071133,24
20230103,44,4540,130626,6
20230103,43,3024,020645,16
20230103,43,3104,140385,8
20230103,44,4420,160060,8
20230103,42,2797,180819,6
20230103,42,2711,070609,8
20230103,43,3518,140089,20
20230103,41,1631,170103,2
20230103,42,2605,172535,24
20230103,42,2532,180714,2
20230103,41,1250,171310,28
20230103,41,1518,172546,11
20230103,41,1726,120029,4
20230103,43,3536,140102,1
20230103,41,1528,120387,17
20230103,44,4548,130174,16
20230103,42,2764,071143,10
20230103,41,1205,170234,2
20230103,41,1240,171293,1
20230103,42,2764,070939,5
20230103,44,4642,160752,8
20230103,42,2525,070239,3
20230103,41,1255,171315,1
20230103,41,1722,120073,2
20230103,41,1119,120627,6
20230103,41,1001,030037,2
20230103,41,1218,170467,9
20230103,44,4600,100174,3
20230103,41,1510,030464,2
20230103,44,4562,130475,2
20230103,41,1731,060141,3
20230103,44,4204,100145,59
20230103,43,3526,140775,3
20230103,43,3545,150218,4
20230103,42,2795,070700,27
20230103,42,2734,070591,2
20230103,44,4601,040013,60
20230103,43,3120,140322,12
20230103,41,1704,030861,6
20230103,43,3201,150123,3
20230103,44,4203,100124,8
20230103,41,1525,120907,4
20230103,42,2812,110219,6
20230103,42,2823,110414,3
20230103,44,4305,130102,10
20230103,43,3527,140108,3
20230103,42,2703,070903,6
20230103,41,1714,121247,6
20230103,43,3704,060450,8
20230103,44,4406,160137,17
20230103,43,3546,140103,13
20230103,42,2778,070567,7
20230103,44,4901,130639,2
20230103,41,1707,030272,22
20230103,42,2632,110417,2
20230103,41,1613,170677,1
20230103,42,2522,110515,17
20230103,41,1615,120801,1
20230103,41,1622,170402,2
20230103,42,2537,180520,5
20230103,41,1251,170805,5
20230103,41,1003,030146,11
20230103,41,1527,120287,1
20230103,43,3605,150003,24
20230103,41,1608,050079,6
20230103,42,2532,180536,22
20230103,42,2813,110153,2
20230103,44,4702,010080,55
20230103,42,2727,070118,9
20230103,41,1625,172225,1
20230103,41,1631,172333,8
20230103,44,4415,160353,1
20230103,42,2530,072214,13
20230103,41,1631,172243,2
20230103,43,3013,020057,14
20230103,42,2772,110617,3
20230103,41,1250,172483,64
20230103,41,1101,120101,3
20230103,42,2510,110555,1
20230103,43,3545,140135,1
20230103,42,2751,080811,3
20230103,41,1602,121085,12
20230103,43,3103,140093,9
20230103,42,2841,180909,3
20230103,41,1725,060449,18
20230103,41,1615,050172,10
20230103,41,1512,170577,12
20230103,41,1708,030398,1
20230103,44,4547,130007,16
20230103,42,2751,080269,5
20230103,41,1522,120399,4
20230103,43,3526,140597,6
20230103,43,3014,020366,2
20230103,43,3211,150118,2
20230103,42,2525,110623,1
20230103,43,3543,150009,10
20230103,43,3526,020691,1
20230103,43,3635,160785,3
20230103,43,3605,160758,11
20230103,44,4542,160186,1
20230103,44,4901,160275,3
20230103,42,2841,180176,4
20230103,44,4905,100387,1
20230103,42,2510,071014,3
20230103,42,2312,180399,1
20230103,42,2714,070620,3
20230103,42,2515,110455,3
20230103,43,3710,060018,1
20230103,41,1255,171975,2
20230103,43,3509,020681,2
20230103,41,1729,120297,2
20230103,41,1633,170026,5
20230103,41,1634,171218,1
20230103,43,3720,150537,1
20230103,41,1522,120039,2
20230103,41,1525,120909,1
20230103,42,2736,070909,2
20230103,42,2203,110134,7
20230103,41,1606,120361,6
20230103,44,4442,160701,2
20230103,44,4203,100016,5
20230103,43,3526,140388,29
20230103,43,3615,140017,3
20230103,44,4205,100042,3
20230103,43,3120,140319,1
20230103,42,2726,070617,4
20230103,42,2824,110720,2
20230103,41,1512,172086,2
20230103,43,3615,040167,3
20230103,44,4612,130082,1
20230103,41,1730,120033,2
20230103,43,3515,020613,2
20230103,42,2750,070429,1
20230103,41,1248,171446,1
20230103,41,1234,170484,1
20230103,42,2328,180071,2
20230103,42,2510,072224,1
20230103,43,3110,140421,2
20230103,41,1623,171878,1
20230103,44,4621,140075,5
20230103,43,3716,020327,2
20230103,41,1528,120051,1
20230103,44,4413,160141,1
20230103,42,2842,060295,1
20230103,41,1254,171469,2
20230103,42,2601,110450,3
20230103,44,4321,130084,3
20230103,42,2309,180243,1
20230103,44,4428,160441,1
20230103,43,3635,160756,4
20230103,41,1105,120351,1
20230103,44,4514,130139,5
20230103,44,4541,160025,4
20230103,42,2309,180075,3
20230103,42,2027,070300,3
20230103,42,2505,080283,1
20230103,41,1634,171210,1
20230103,44,4401,160026,1
20230103,43,3525,020427,1
20230103,43,3220,150427,4
20230103,41,1635,172451,1
20230103,41,1613,050129,1
20230103,42,2605,070529,1
20230103,41,1606,050004,1
20230103,42,2605,110179,2
20230103,43,3641,150025,1
20230103,44,4433,160225,1
20230103,42,2106,080337,1
20230103,43,3215,150148,2
20230103,42,2750,071141,6
20230103,43,3512,020696,9
20230103,41,1011,030389,11
20230103,41,1706,030391,11
20230103,44,4437,160065,35
20230103,43,3112,140260,12
20230103,43,3007,020265,45
20230103,43,3040,020721,9
20230103,43,3119,140585,1
20230103,44,4602,090211,160
20230103,41,1637,171557,4
20230103,41,1249,171673,1
20230103,41,1506,030675,20
20230103,41,1522,120037,17
20230103,42,2711,060221,33
20230103,43,3716,020342,5
20230103,41,1226,170891,43
20230103,42,2632,110515,31
20230103,43,3512,020687,32
20230103,42,2774,110581,23
20230103,41,1614,170128,5
20230103,43,3517,020965,1
20230103,41,1706,060015,306
20230103,44,4604,040006,12
20230103,43,3515,020920,3
20230103,42,2772,071131,69
20230103,41,1212,170575,37
20230103,42,2762,110619,12
20230103,43,3721,020001,39
20230103,44,4104,090051,140
20230103,41,1722,120047,17
20230103,43,3527,140101,3
20230103,42,2762,071132,10
20230103,41,1254,171453,2
20230103,41,1622,172238,11
20230103,42,2307,180182,6
20230103,41,1245,171659,12
20230103,43,3704,020597,2
20230103,43,3513,020965,7
20230103,41,1519,171029,18
20230103,44,4551,130669,1
20230103,42,2207,110113,41
20230103,41,1507,120598,11
20230103,41,1234,170095,23
20230103,41,1240,171278,1
20230103,43,3626,160758,16
20230103,44,4516,100324,1
20230103,43,3022,020361,17
20230103,43,3030,020823,11
20230103,44,4704,100430,23
20230103,41,1713,120341,3
20230103,43,3715,140742,13
20230103,41,1636,171582,6
20230103,43,3030,020563,66
20230103,43,3022,020657,23
20230103,44,4544,130321,2
20230103,42,2736,060307,51
20230103,43,3504,020720,26
20230103,43,3518,140350,10
20230103,44,4512,160455,8
20230103,41,1251,171873,27
20230103,41,1503,121071,3
20230103,43,3007,020271,9
20230103,44,4516,100013,10
20230103,42,2028,070547,82
20230103,41,1250,171834,4
20230103,41,1523,170491,46
20230103,43,3549,150547,1
20230103,41,1205,170275,9
20230103,44,4203,100081,37
20230103,42,2532,180551,8
20230103,43,3711,060397,11
20230103,42,2725,070505,26
20230103,42,2824,110840,30
20230103,44,4501,010066,9
20230103,43,3521,140206,3
20230103,42,2632,110129,2
20230103,43,3536,020943,28
20230103,42,2764,070252,38
20230103,44,4901,160028,4
20230103,41,1633,171403,7
20230103,42,2823,110192,6
20230103,44,4433,160297,8
20230103,43,3041,020871,5
20230103,42,2601,110102,46
20230103,42,2532,180043,10
20230103,42,2605,110169,85
20230103,41,1255,171265,6
20230103,43,3525,140089,124
20230103,41,1518,170881,47
20230103,44,4621,140073,52
20230103,44,4101,090044,54
20230103,44,4510,100022,21
20230103,44,4603,040006,13
20230103,41,1634,172391,1
20230103,43,3521,140185,10
20230103,42,2727,070131,7
20230103,41,1103,120151,22
20230103,42,2722,070713,51
20230103,41,1228,170935,3
20230103,42,2732,070700,2
20230103,43,3541,140855,2
20230103,41,1510,030880,67
20230103,44,4202,100045,1
20230103,43,3104,140350,28
20230103,42,2021,070392,1
20230103,41,1623,050186,11
20230103,43,3105,140411,58
20230103,43,3605,160157,2
20230103,44,4551,130043,14
20230103,44,4620,140021,12
20230103,43,3011,020115,26
20230103,41,1246,171493,4
20230103,43,3220,150593,16
20230103,41,1508,172038,1
20230103,42,2510,070135,15
20230103,44,4514,100201,2
20230103,41,1633,172374,1
20230103,41,1605,121121,5
20230103,43,3521,140173,7
20230103,43,3119,140045,16
20230103,41,1614,172252,6
20230103,42,2803,080065,1
20230103,42,2772,071132,35
20230103,41,1507,120291,6
20230103,41,1205,170260,7
20230103,41,1638,120787,1
20230103,44,4306,130116,9
20230103,42,2505,071110,1
20230103,41,1523,120921,10
20230103,43,3030,020451,6
20230103,43,3114,140047,14
20230103,41,1513,170002,52
20230103,43,3524,020422,2
20230103,43,3509,140671,3
20230103,43,3504,020717,11
20230103,43,3103,140325,5
20230103,43,3111,140070,12
20230103,41,1223,170116,3
20230103,44,4540,160028,6
20230103,41,1245,171658,3
20230103,41,1704,060037,28
20230103,41,1638,050089,2
20230103,44,4432,160433,1
20230103,43,3506,020035,7
20230103,42,2512,071148,1
20230103,41,1240,171251,2
20230103,41,1251,170103,4
20230103,41,1632,171515,6
20230103,42,2118,080007,6
20230103,43,3203,150195,7
20230103,44,4514,100099,2
20230103,41,1625,172326,3
20230103,41,1703,030171,1
20230103,43,3545,140109,5
20230103,42,2328,180643,18
20230103,43,3004,020151,1
20230103,43,3114,140347,1
20230103,43,3711,020367,1
20230103,42,2814,110691,1
20230103,44,4101,090010,8
20230103,42,2611,110703,1
20230103,42,2778,060303,48
20230103,41,1718,030469,4
20230103,42,2751,080011,33
20230103,43,3205,150202,1
20230103,44,4501,010094,3
20230103,44,4304,130086,5
20230103,42,2724,070575,34
20230103,43,3003,020112,9
20230103,41,1514,030357,14
20230103,41,1630,172291,9
20230103,42,2726,070643,8
20230103,41,1526,121077,1
20230103,43,3715,140639,15
20230103,42,2026,070389,15
20230103,41,1720,030594,2
20230103,42,2714,060179,1
20230103,41,1733,120945,12
20230103,43,3014,020365,1
20230103,42,2790,180585,57
20230103,42,2318,180500,11
